ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
X-Men Vol 2 92;Secondary;Dream's End, Part 2: Pressure Points;;Shattering;1999-09;1999-07-21;Alan Davis | Terry Kavanagh;Jeff Johnson;"X-Men | Storm (Ororo Munroe) | Nightcrawler (Kurt Wagner) | Shadowcat (Kitty Pryde) | Colossus (Piotr Rasputin) | Rogue | Gambit (Remy LeBeau) | Wolverine (""Logan"") | Marrow (Sarah) | Professor Charles Xavier | Cyclops (Scott Summers) | Phoenix (Jean Grey-Summers)";Deathbird;Mannites | Nina | Glub | Headcase | Darco | Totem | Grace | Beautiful Dreamer (First appearance)
X-Force Vol 1 94;Other Groups;Artifacts and Apocrypha;;;1999-09;1999-07-28;John Francis Moore;Jim Cheung;X-Force | Jesse Bedlam (Jesse Aaronson) | Cannonball (Sam Guthrie) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) | Proudstar (Jimmy Proudstar) | Domino;Genoshan Cabinet | Quicksilver (Pietro Maximoff) | Jenny Ransome | Magneto (Erik Lehnsherr) (Shadow only) (Cameo) | Genoshan Magistrates | The Acolytes (Cameo) | Frenzy (Joanna Cargill) (Cameo) | Neophyte (Simon Hall) (Cameo) | Vindaloo (Venkat Katregadda) (Cameo) | Mellencamp (Cameo);Pete Wisdom | Sunspot (Bobby DaCosta) | Selene
Uncanny X-Men Vol 1 372;Main Series;Dream's End, Part 1: Rude Awakening;;Shattering;1999-09;;Alan Davis | Terry Kavanagh;Adam Kubert;X-Men | Wolverine (Logan) | Storm (Ororo Munroe) (Leaves group) | Rogue (Anna Marie) (Leaves group) | Colossus (Peter Rasputin) (Leaves group) | Gambit (Remy LeBeau) (Leaves group) | Marrow (Sarah) (Leaves group) | Nightcrawler (Kurt Wagner) (Leaves group) | Shadowcat (Kitty Pryde) (Leaves group) | Professor X (Charles Xavier);;Renee Majcomb | Mannites (First appearance) | Nina | Glub (First appearance) | Headcase (First appearance) | Darco (First appearance) | Grace (First appearance) | Totem (First appearance) | Beautiful Dreamer (First appearance)
Uncanny X-Men Vol 1 373;Main Series;Beauty & the Beast, Part 1: Broken Mirrors;;Shattering;1999-10;1999-08-04;Alan Davis | Terry Kavanagh;Adam Kubert | Rob Jensen;Colossus (Peter Rasputin) | Marrow (Sarah);Mikhail Rasputin | Deathbird | Living Monoltih;Callisto
X-Force Vol 1 95;Other Groups;Magnetic Distraction;;;1999-10;1999-08-25;John Francis Moore;Jim Cheung | Nelson DeCastro;X-Force | Cannonball (Sam Guthrie) (Main story and flashback) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) (Main story and flashback) | Proudstar (Jimmy Proudstar) | Jesse Bedlam (Jesse Aaronson) | Domino;Genoshan Cabinet | Magneto (Erik Lehnsherr) (Main story and flashback) | Amelia Voght;Pete Wisdom | Quicksilver (Pietro Maximoff)
X-Men Vol 2 93;Secondary;Hidden Lives, Part 1: Open Wounds;;Shattering;1999-10;;Alan Davis | Terry Kavanagh;Alan Davis;Rogue | Nightcrawler (Kurt Wagner) | Shadowcat (Kitty Pryde);Skrulls | Mastermind Skrull | Mesmero Skrull;Mystique (Raven Darkhölme) | Polaris (Lorna Dane)
Uncanny X-Men Vol 1 374;Main Series;Beauty & the Beast, Part 2: You Can't Go Home Again;;Shattering;1999-11;1999-09-01;Alan Davis | Jay Faerber;Tom Raney;Colossus (Peter Rasputin) (Main story and flashback) | Marrow (Sarah);Mikhail Rasputin (Main story and flashback) | Deathbird | Living Monoltih | Apocalypse;Callisto
X-Force Annual Vol 1 1999;Special;Chapter 1: Picking Up the Pieces;;;1999-11;1999-09-01;Fabian Nicieza;Chris Renaud;Rictor (Julio Richter) | Shatterstar (Ben Russell/Gaavedra Seven);Mr. Blanco & other weapon smugglers;V-2 (Death) | Hanransha (Asahi)
X-Force Vol 1 96;Other Groups;Family Secrets;;;1999-11;;John Francis Moore;Anthony Williams;X-Force | Cannonball (Sam Guthrie) (Main story and flashback) | Meltdown (Tab Smith) | Bedlam (Jesse Aaronson) | Moonstar (Dani Moonstar) | Domino;Demon Bear | The Damocles Foundation | Dr. Joshua | Dr. Chandra | Odysseus Indigo | Reignfire (Project 19);Lucas Guthrie (First appearance) (Main story and flashback) | 🢐 Jennifer Kale 🢒 | Selene | Sunspot (Bobby DaCosta)
X-Men Vol 2 94;Secondary;Hidden Lives, Part 2: Pandora's Box;;Shattering;1999-11;;Alan Davis | Terry Kavanagh;Alan Davis;Rogue | Shadowcat (Kitty Pryde) | Nightcrawler (Kurt Wagner);Skrulls | Mastermind Skrull (Death) | Mesmero Skrull (Death);Mystique (Raven Darkhölme) | Sunfire (Shiro Yoshida) | Polaris (Lorna Dane)
Uncanny X-Men Vol 1 375;Main Series;I Am Not Now, Nor Have I Ever Been...;;Shattering;1999-12;1999-10-06;Alan Davis | Terry Kavanagh;Adam Kubert;X-Men | Archangel (Warren Worthington III) | 🢐 Beast (Dr. Hank McCoy) 🢒 (Joins group) | Cable (Nathan Summers) | Cannonball (Sam Guthrie) (Joins group) | Colossus (Peter Rasputin) (Joins group) (Main story and flashback) | Cyclops (Scott Summers) (Main story and flashback) | Gambit (Remy LeBeau) (Joins group) (Main story and flashback) | Marrow (Sarah) (Joins group) | Nightcrawler (Kurt Wagner) (Joins group) | Phoenix (Jean Grey-Summers) (Only in flashback) | Rogue (Anna Marie) (Joins group) | Shadowcat (Kitty Pryde) (Joins group) | Storm (Ororo Munroe) (Joins group) | Professor X (Charles Xavier) (Joins group) (Main story and flashback) | 🢐 X-Man (Nate Grey) 🢒;;Wolverine (Skrull) (Corpse, skeleton or other remains) (Main story and flashback) | Mikhail Rasputin | Dani Moonstar | Moira MacTaggart | Generation X | Banshee (Sean Cassidy) | Jubilee (Jubilation Lee)
X-Men Vol 2 95;Secondary;Do Unto Others;;Shattering;1999-12;1999-10-20;Alan Davis;Tom Raney;X-Men | Professor X (Charles Xavier) | Beast (Dr. Hank McCoy) | Storm (Ororo Munroe) | Rogue (Anna Marie) | Nightcrawler (Kurt Wagner) | Marrow (Sarah) | Shadowcat (Kitty Pryde) | Colossus (Peter Rasputin) | Cyclops (Scott Summers) | Phoenix (Jean Grey) | Gambit (Remy LeBeau);;Dr. Moira MacTaggart | Fiz (First appearance) | Havok (Skrull Impostor) | Granok | Jaq
X-Force Vol 1 97;Other Groups;Cracked Foundation;;;1999-12;1999-10-27;John Francis Moore;Anthony Williams;X-Force | Cannonball (Sam Guthrie) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) | Proudstar (Jimmy Proudstar) | Jesse Bedlam (Jesse Aaronson);Selene | Reignfire (Project Nineteen) (Death) | The Damocles Foundation | Dr. Joshua | Dr. Chandra | Odysseus Indigo | The Sword | Argos | Pyre | Stranglehold | Zona;Sunspot (Bobby Da Costa) | Arcadia DeVille | Ulysses Dragonblood | Sledge
X-Men Vol 2 96;Secondary;The Gathering;;Apocalypse: The Twelve;2000-01;1999-11-17;Alan Davis;Alan Davis;X-Men | Cyclops (Scott Summers) | Storm (Ororo Munroe) | Shadowcat (Kitty Pryde) | Rogue (Anna Marie) | Marrow (Sarah) | Gambit (Remy LeBeau) | Iceman (Bobby Drake) (Joins group) | Archangel (Warren Worthington III) | Nightcrawler (Kurt Wagner) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Phoenix (Jean Grey-Summers) | Psylocke (Betsy Braddock) | Colossus (Piotr Rasputin) | Professor X (Charles Xavier) | Jubilee (Jubilation Lee) | Cable (Nathan Summers) | X-Man (Nate Grey);Apocalypse | Four Horsemen of Apocalypse | War (Cal'syee Neramani) | Death (Logan) | Famine (Rory Campbell) | Skrulls;Magneto (Magnus) | Fiz | Dr. Moira MacTaggart | Mikhail Rasputin | Sunfire (Shiro Yoshida)
Uncanny X-Men Vol 1 376;Main Series;Filling in the Blanks;;Apocalypse: The Twelve;2000-01;;Alan Davis | Terry Kavanagh;Roger Cruz;X-Men | Archangel (Warren Worthington III) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Colossus (Peter Rasputin) (Main story and flashback) | Cyclops (Scott Summers) (Main story and flashback) | Gambit (Remy LeBeau) | Marrow (Sarah) | Nightcrawler (Kurt Wagner) (Main story and flashback) | Phoenix (Jean Grey-Summers) (Main story and flashback) | Polaris (Lorna Dane) (Joins group) | Psylocke (Elizabeth Braddock) (Joins group) | Shadowcat (Kitty Pryde) | Storm (Ororo Munroe) (Main story and flashback) | Professor X (Charles Xavier) | Jubilee (Jubilation Lee) (Joins group);Living Monolith (Main story and flashback) | Mr. Sinister (Main story and flashback) | En Sabah Nur;Skrulls | Fiz | Dr. Moira MacTaggert | Mikhail Rasputin
X-Force Vol 1 98;Other Groups;Temptation;;;2000-01;;John Francis Moore;Jim Cheung;X-Force | Cannonball (Samuel Guthrie) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) | Proudstar (Jimmy Proudstar) | Jesse Bedlam (Jesse Aaronson);The Hellfire Club | Selene | Blackheart | Sunspot/Black Rook (Bobby Da Costa) (First appearance as Black Rook) (Joins group) | Hela;Juliana Sandoval (Resurrection)
Uncanny X-Men Annual Vol 1 1999;Special;Utopia Perdida;;Apocalypse: The Twelve;2000-02;2000-01-05;Ben Raab;Anthony Williams;X-Men | Archangel (Warren Worthington III) | Jubilee (Jubilation Lee) | Nightcrawler (Kurt Wagner) | Shadowcat (Kitty Pryde) | Wolverine (Logan);Acolytes | Exodus (Bennet du Paris) | Magneto | Fabian Cortez | Amelia Voght;Forge | Multiple Man (Jamie Madrox)
Uncanny X-Men Vol 1 377;Main Series;The End of The World As We Know It;;Apocalypse: The Twelve;2000-02;;Alan Davis | Terry Kavanagh;Tom Raney;X-Men | Archangel (Warren Worthington III) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Colossus (Peter Rasputin) | Cyclops (Scott Summers) | Gambit (Remy LeBeau) | Iceman (Bobby Drake) | Marrow (Sarah) | Nightcrawler (Kurt Wagner) | Phoenix (Jean Grey-Summers) | Polaris (Lorna Dane) | Psylocke (Elizabeth Braddock) | Rogue | Shadowcat (Kitty Pryde) | Storm (Ororo Munroe) | Wolverine (James Howlett) (Joins group) | Professor X (Charles Xavier) | Bishop (Lucas Bishop) (Joins group) | Jubilee (Jubilation Lee) | 🢐 X-Man (Nate Grey) 🢒 | Cable (Nathan Summers);Apocalypse | Horsemen of Apocalypse | Pestilence (Caliban) | War (Deathbird) | Famine (Rory Campbell) | Apocalypse's Egyptian followers | Skrulls | Astra | Cannonball | Chamber | Colossus | Havok | Joseph | Jubilee | Mirage | Proudstar | Synch;🢐 Magneto (Magnus) 🢒 | Skrulls | Fiz | Dr. Moira MacTaggert
X-Force Vol 1 99;Other Groups;Bad Company;;;2000-02;;John Francis Moore;Jim Cheung;X-Force | Cannonball (Sam Guthrie) (Main story and flashback) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) (Main story and flashback) | Proudstar (Jimmy Proudstar) | Jesse Bedlam (Jesse Aaronson) | Domino;Demon Bear | The Hellfire Club | Black Queen (Selene) | Black Rook (Bobby Da Costa) (Main story and flashback);Arcadia DeVille (Main story and flashback) | Terry Cassidy | Juliana Sandoval | Risque (Gloria Muñoz)
X-Men Vol 2 97;Secondary;The End of the World As We Know It (Part 2);;Apocalypse: The Twelve;2000-02;;Alan Davis | Terry Kavanagh;Alan Davis;X-Men | 🢐 Beast 🢒 | Rogue | Colossus (Piotr Rasputin) | Gambit (Remy LeBeau) | Marrow (Sarah) | Professor Charles Xavier | Phoenix (Jean Grey-Summers) | Cyclops (Scott Summers) (Leaves group) | Iceman (Bobby Drake) | Polaris (Lorna Dane) | Storm (Ororo Munroe) | 🢐 X-Man (Nate Grey) 🢒 | Cable (Nathan Summers);Skrulls | Apocalypse (En Sabah Nur) | Four Horsemen of Apocalypse | Famine (Rory Campbell) | Pestilence | War (Cal'syee Neramani);Fiz | Z'Cann (First appearance) | R'tee (First appearance) | X-Man (Nate Grey) | The Twelve | Living Monolith (Ahmet Abdol) | Storm (Ororo Munroe) | Bishop | Cable (Nathan Summers) | Sunfire (Shiro Yoshida) | Polaris (Lorna Dane) | Magneto (Magnus) | Professor Charles Xavier | Phoenix (Jean Grey-Summers) | Cyclops (Scott Summers) | Iceman (Bobby Drake) | Mikhail Rasputin
Uncanny X-Men Vol 1 378;Main Series;First & Last: Part 1;;Ages of Apocalypse;2000-03;;Alan Davis | Terry Kavanagh;Adam Kubert | Graham Nolan;X-Men | 🢐 Beast 🢒 | Colossus | Gambit | Iceman | Marrow | Phoenix | Rogue | Storm | Professor X | Polaris | 🢐 X-Man 🢒;Brotherhood of Evil Mutants (Earth-23378) (First appearance) | Magneto (Earth-23378) (First appearance) | Polaris (Earth-23378) (First appearance) | Rogue (Earth-23378) (First appearance) | Marrow (Earth-23378) (First appearance) | Sunfire (Earth-23378) (First appearance) | Cyclopalypse (Apocalypse/Cyclops);Sunfire | Fiz | Cadre K | X-Men (Earth-23378) (First appearance) | Marvel Girl (Earth-23378) (First appearance) | Professor X (Earth-23378) (First appearance) | Iceman (Earth-23378) (First appearance) | Beast (Earth-23378) (First appearance) | Storm (Earth-23378) (First appearance) | Gambit (Earth-23378) (First appearance) | Colossus (Earth-23378) (First appearance) | 🢐 Magneto 🢒
X-Force Vol 1 100;Other Groups;Dark Cathedral;;;2000-03;;John Francis Moore;Jim Cheung | Chris Renaud;X-Force | Cannonball (Sam Guthrie) | Meltdown (Tab Smith) | Moonstar (Dani Moonstar) (Main story and flashback) | Proudstar (Jimmy Proudstar) | Jesse Bedlam (Jesse Aaronson) | Domino (Neena Thurman);Queen of the Star Swords (Arcadia DeVille) (Main story and flashback) | Mirage (Dani Moonstar) | Valkyrie (Dani Moonstar) | Moonstar (MLF) | Moonstar (Blue Skin) | Black Rook (Bobby Da Costa) | X-Force (Earth-10003) (First appearance) | Cannonball (Sam Guthrie) (First appearance) | Meltdown (Tabitha Smith) (First appearance) | Siryn (Terry Rourke) (First appearance) | Jesse Bedlam (Jesse Aaronson) (First appearance) | Sunspot (Bobby Da Costa) (First appearance) | Proudstar (Jimmy Proudstar) (First appearance) | Nemerous identified X-Force | Shatterstar | Cannonball (Sam Guthrie) | Cannonball (Sam Guthrie) | Domino (Neena Thurman) | Sunspot | Sunspot | Cable | Boom Boom | Boom Boom | Warpath (James Produstar) | Warpath (James Produstar) | Caliban | Caliban | Feral (Maria Callasantos) | Siryn (Terry Rourke) | Other unidentified members;Risque (Gloria Muñoz) | Ulysses Dragonblood | Marissa Sebastian | 🢐 Jennifer Kale 🢒 | Cable (Nathan Dayspring) (First and only known appearance) | Terry Cassidy | Man-Thing (Ted Sallis) | X-Force (Earth-130000) (First appearance) | Siryn (Terry Rourke) (First appearance) | Deadpool (Wade Wilson) (First appearance) | Copycat (Ness Carlysle) (First appearance) | Boom Boom (Tab Smith) (First appearance) | Sunspot (Bobby Da Costa) (First appearance) | Shatterstar (Ben Russell) (First appearance) | Rictor (Julio Richter) (First appearance) | Feral (Maria Callasantos) (First appearance) | X-Men (Earth-8280) (First appearance) | Cannonball (Sam Guthrie) (First appearance) | Sunspot (Bobby Da Costa) (First appearance) | Wolfsbane (Rahne Sinclair) (First appearance) | Karma (Shan Coy Manh) (First appearance) | Magik (Illyana Rasputina) (First appearance) | Warlock (First appearance)
X-Men Vol 2 98;Secondary;First & Last: Part 2;;Ages of Apocalypse;2000-03;;Alan Davis;Alan Davis;X-Alliance/X-Men | Phoenix (Jean Grey) | Storm (Ororo Munroe) | Founder X (Charles Xavier) | Colossus (Piotr Rasputin) | Anya Rasputina | Marti Rasputina | 🢐 Beast (Hank McCoy) 🢒 | Commander Iceman (Bobby Drake) | Gambit (Remy LeBeau | Marrow (Sarah LeBeau) | Rogue (Anna Marie) | Nate Grey | Sunfire (Shiro Yoshida) | General Fiz | E'tha | Numerous unnamed Human, Shi'ar, Skrull and other species Mutants | X-Alliance Trainees | Brotherhood | Magneto (Max Eisenhardt) | Polarity (Lorna Dane) | Cable (Nathan Summers) | Three unnamed mutants;Amphibi-droid Force  (Mentioned) | Cyclops/Apocalypse (Impersonates a Shi'ar Mutant) | Cyclops/Apocalypse (Main story and flashback) | Living Monolith (Part of the Celestial device) | Living Monolith | Apocalypse's Skrulls ally  (Mentioned) | Monolith's followers  (Mentioned);X-Men (Main story and flashback) | Phoenix (Main story and flashback) | Storm (Main story and flashback) | Professor X (Main story and flashback) | Colossus (Main story and flashback) | Beast (Main story and flashback) | Iceman (Main story and flashback) | Gambit (Main story and flashback) | Marrow (Main story and flashback) | Rogue (Main story and flashback) | Shadowcat (Main story and flashback) | Logan (Main story and flashback) | Nightcrawler (Main story and flashback) | Archangel (Main story and flashback) | Polaris | Galactus (Only in flashback) | Magneto | Skrulls Mutants Contingent (Main story and flashback) | Fiz (Main story and flashback) | R'tee (Main story and flashback) | Others Skrulls mutants (to identified)
X-Force Vol 1 101;Other Groups;Learning To Fly;;;2000-04;2000-02-23;Joseph Harris;Steve Harris;X-Force | Cannonball (Sam Guthrie) | Meltdown (Tab Smith) | Jesse Bedlam (Jesse Aaronson) | Moonstar (Dani Moonstar) | Proudstar (Jimmy Proudstar);;
Uncanny X-Men Vol 1 379;Main Series;What Dreams May Come...;;;2000-04;;Alan Davis;Tom Raney;X-Men | Angel (Warren Worthington III) (Leaves group) | 🢐 Beast (Hank McCoy) 🢒 | Bishop (Lucas Bishop) (Leaves group) | Colossus (Peter Rasputin) | Cyclops (Scott Summers) | Gambit (Remy LeBeau) | Iceman (Bobby Drake) | Phoenix (Jean Grey) | Jubilee (Jubes Lee) (Leaves group) | Shadowcat (Kitty Pryde) | Nightcrawler (Kurt Wagner) | Polaris (Lorna Dane) (Leaves group) | Professor X (Charles Xavier) (Leaves group) | Psylocke (Betsy Braddock) | Rogue | Storm (Ororo Munroe) | Wolverine (Logan) | Cable (Nate Summers) | Cannonball (Sam Guthrie) (Leaves group) | Marrow (Sarah) | X-Man (Nate Grey) (Leaves group);High Evolutionary | Mr. Sinister | Acolytes | Magneto (Erik Lehnsherr) | Kamal | Seamus Mellencamp | Katu | Fabian Cortez | Frenzy (Joanna Cargill) | Scanner (Sarah Ryall) | Vindaloo (Venkat Katregadda) | Brotherhood Of Evil Mutants | Blob (Fred Dukes) | Mimic (Calvin Rankin) | Mystique (Raven Darkhölme) | Post (Kevin Tremaine) | Toad (Mortimer Toynbee) | Mondo | Skrulls | Fiz | Z'Cann;Generation X | Emma Frost | Banshee (Sean Cassidy) | Husk (Paige Guthrie) | Skin (Angelo Espinosa) | Chamber (Jono Starsmore) | Synch (Evetett Thomas) | Penance | X-Force | Meltdown (Tabby Smith) | Domino (Neena Thurman) | Moonstar (Dani Moonstar) | Warpath (Jimmy Proudstar) | Bedlam (Jesse Aaronson) | Aurora (Jeanne-Marie Beaubier) | Northstar (Jean-Paul Beaubier) | Sabra (Ruth Bat-Seraph) | Monet St. Croix
X-Men Vol 2 99;Secondary;Oh, the Humanity!;;;2000-04;;Alan Davis | Terry Kavanagh;Brett Booth;X-Men | Iceman (Leaves group) | 🢐 Beast 🢒 | Nightcrawler | Piotr Rasputin | Shadowcat | Storm | Marrow (Leaves group) | Rogue | Wolverine (Leaves group);High Evolutionary (Herbert Wyndham) | Nathaniel Essex;Genoshan Cabinet | 🢐 Magneto (Magnus) 🢒 | Polaris | Alda Huxley | Acolytes | two unnamed members | Gabrielle Haller | Mystique | Jubilee | X-Force | Danielle Moonstar | Sam Guthrie
Uncanny X-Men Vol 1 380;Main Series;Heaven's Shadow;;;2000-05;2000-03-01;Alan Davis | Terry Kavanagh;Tom Raney;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 | Colossus (Peter Rasputin) | Gambit (Remy LeBeau) | Iceman (Bobby Drake) | Marrow (Sarah) | Nightcrawler (Kurt Wagner) | Phoenix (Jean Grey-Summers) | Rogue (Anna Marie) | Shadowcat (Kitty Pryde) | Storm (Ororo Munroe) | Wolverine (Logan);Mr. Sinister | Omega Red;Genoshan Cabinet | 🢐 Magneto 🢒 | Polaris (Lorna Dane) | Fabian Cortez | Joanna Cargill | Amelia Voght | High Evolutionary (Main story and flashback)
X-Men Vol 2 100;Secondary;End of Days;;Revolution;2000-05;2000-03-15;Chris Claremont;Leinil Francis Yu;X-Men | Shadowcat (Kitty Pryde) (Leaves group) | Rogue | Colossus (Piotr Rasputin) | Thunderbird (Neal Shaara) (First appearance) | Psylocke (Betsy Braddock);Neo Warclan | Domina | Kilmer (First appearance) | Rax (First appearance) | Jaeger (Death) | Barbican (First appearance) | Seth (First appearance) | Static (First appearance);Nightcrawler (Kurt Wagner) | Peter Corbeau | Dr. Cecilia Reyes
X-Force Vol 1 102;Other Groups;Games Without Frontiers, Part 1;;Revolution;2000-05;2000-03-29;Warren Ellis | Ian Edginton;Whilce Portacio;X-Force | Peter Wisdom (Joins group) | Cannonball (Sam) | Meltdown (Tabitha Smith) | Jesse Bedlam | James Proudstar;Meatspore stormtroopers | Black Air (Mentioned);Alistaire Stuart
X-Force Vol 1 103;Other Groups;Games Without Frontiers, Part 2;;;2000-06;2000-04-26;Warren Ellis | Ian Edginton;Whilce Portacio;X-Force | Peter Wisdom | Cannonball (Sam) | Meltdown (Tabitha Smith) | Jesse Bedlam | James Proudstar;Dr. Niles Roman (First appearance);
Uncanny X-Men Vol 1 381;Main Series;Night of Masques;;Revolution;2000-06;;Chris Claremont;Adam Kubert;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 | Cable (Nathan Summers) (Main story and flashback) | Gambit (Remy LeBeau) | Phoenix (Jean Grey-Summers) (Main story and flashback) | Storm (Ororo Munroe);Shockwave Riders | Gethrin (First and only known appearance) | Other unnamed Shockwave Riders | Apocalypse (Only in flashback);
X-Men Vol 2 101;Secondary;Hard Landing;;;2000-06;;Chris Claremont;Leinil Francis Yu;Nightcrawler (Kurt Wagner) | Dr. Cecilia Reyes | X-Men | Psylocke (Betsy Braddock) | Rogue | Thunderbird (Neal Shaara) | Colossus (Piotr Rasputin) | Archangel (Warren Worthington III);Neo Warclan | Barbican | Domina | Tartarus (First appearance) | Elysia (First appearance) | Rax | Salvo (First appearance) | unnamed members | Rufus Delgado (First appearance);NYPD | Charlotte Jones | Maria Soares (First and only known appearance, dies)
Uncanny X-Men Vol 1 382;Main Series;Lost Souls;;;2000-07;2000-05-10;Chris Claremont;Tom Raney;X-Men | Beast (Dr. Hank McCoy) | Cable (Nathan Summers) | Gambit (Remy LeBeau) | Phoenix (Jean Grey-Summers) | Storm (Ororo Munroe);Shockwave Riders | Lost Souls -  (First appearance) | Desolation -  (First appearance) | Dirge -  (First appearance) | Lament -  (First appearance) | Requiem -  (First appearance);
X-Force Vol 1 104;Other Groups;Games Without Frontiers, Part 3;;;2000-07;2000-05-31;Warren Ellis | Ian Edginton;Whilce Portacio;X-Force | Peter Wisdom | Cannonball (Sam) | Meltdown (Tabitha) | Jesse Bedlam | James Proudstar;Dr. Niles Roman;
X-Men Vol 2 102;Secondary;The Cruelest Cut;;;2000-07;;Chris Claremont;Leinil Francis Yu;X-Men | Rogue | Wolverine (Logan) (Rejoins Team) | Moonstar (Dani Moonstar) | Nightcrawler (Kurt Wagner) (Rejoins Team) | Colossus (Piotr Rasputin) | Psylocke (Betsy Braddock) | Archangel (Warren Worthington III) | Dr. Cecilia Reyes (Rejoins Team);Neo Warclan | Barbican | Anteus (First appearance) | Domina | Salvo | Rax;Tessa
Uncanny X-Men Vol 1 383;Main Series;Moscow Knights;;;2000-08;2000-06-07;Chris Claremont;Adam Kubert;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 | Cable (Nathan Summers) | Gambit (Remy LeBeau) | Phoenix (Jean Grey-Summers) | Storm (Ororo Munroe);;Col. Alexei Vazhin | Major Debra Levin | Molina | Simyon Borisovitch Kurasov (First appearance) | Antagoinsts: | Ransome Sole (First appearance) | Ransome Sole's Guards | Big Casino (First appearance) | Bludgeon (First appearance) | Cudgel (First appearance) | Manacle (First appearance) | Revenant (First appearance) | Farahd (First appearance) | Galadriel (First appearance) | Tullamore Voge (First appearance)
X-Men Vol 2 103;Secondary;The Goth;;;2000-08;2000-06-21;Chris Claremont;Tom Raney;X-Men | Rogue | Archangel (Warren Worthington III) | Colossus (Peter Rasputin) | Nightcrawler (Kurt Wagner) | Psylocke (Betsy Braddock) | Thunderbird (Neal Shaara) | Wolverine (Logan);Beldame (First appearance) | Sanguine (First appearance) | Wanderer (First appearance);Forge | Tessa | Senator Robert Kelly
X-Force Vol 1 105;Other Groups;Games Without Frontiers, Part 4;;;2000-08;2000-06-28;Warren Ellis | Ian Edginton;Whilce Portacio;X-Force | Peter Wisdom -  (Death) | Cannonball (Sam) | Meltdown (Tabitha) | Jesse Bedlam | James Proudstar;Dr. Niles Roman;
Uncanny X-Men Vol 1 384;Main Series;Crimson Pirates;;;2000-09;2000-07-06;Chris Claremont;Adam Kubert;X-Men | 🢐 Beast (Dr. Hank McCoy) 🢒 | Cable (Nathan Summers) | Gambit (Remy LeBeau) | Nightcrawler (Kurt Wagner) | Phoenix (Jean Grey-Summers) | Rogue (Anna Marie) | Storm (Ororo Munroe) | Wolverine (Logan);Crimson Pirates (First appearance) | Bloody Bess (First appearance) | Broadside (First appearance) | Killian (First appearance) | Sea Dogs (First appearance) | Tullamore Voge;Forge | Tessa | Col. Alexei Vazhin | Major Debra Levin
X-Men Annual Vol 2 2000;Special;Mutie Dead;;;2000-09;2000-07-06;Chris Claremont;Scot Eaton;X-Men | Rogue | Psylocke (Betsy Braddock) | Nightcrawler (Kurt Wagner) | Wolverine (Logan) | Colossus (Peter Rasputin) | Thunderbird (Neal Shaara) | 🢐 Moonstar (Dani Moonstar) 🢒 | 🢐 Lady Deathstrike (Yuriko Oyama) 🢒;🢐 Bastion (Sebastion Gilberti) 🢒 | Magneto (Erik Lehnsherr) (Mentioned) | Prime Sentinels | Omega Sentinel (Karima Shapandar) (In simulation only) | Hellfire Club (Mentioned) | Black King (Sebastian Shaw) (Mentioned) | White King (Donald Pierce) (Mentioned) | Lord Dark Wind (Kenji Oyama) (Mentioned) | Nathan Summers (Stryfe) (Nathan Summers);🢐 Forge 🢒 | 🢐 Tessa 🢒
X-Men Vol 2 104;Secondary;Painted Ladies;;;2000-09;2000-07-19;Chris Claremont;Leinil Francis Yu;X-Men | Wolverine (Logan) | Rogue | Phoenix (Jean Grey) | Nightcrawler (Kurt Wagner) | 🢐 Beast (Dr. Hank McCoy) 🢒 | Gambit (Remy LeBeau) | Psylocke (Betsy Braddock) | Cable (Nathan Summers) | Colossus (Peter Rasputin) | Archangel (Warren Worthington III) | Thunderbird (Neal Shaara) | Storm (Ororo Munroe);Goth | Beldame | Goth | Sanguine | Crimson Pirates | Killian | Broadside | Kymri;
X-Force Vol 1 106;Other Groups;Murder Ballads, Part 1;;Shockwave;2000-09;2000-07-26;Warren Ellis | Ian Edginton;Whilce Portacio | Lan Medina;X-Force (Main story and flashback) | Cannonball (Main story and flashback) | Meltdown (Main story and flashback) | Jesse Bedlam (Main story and flashback) | James Proudstar (Main story and flashback) | Peter Wisdom (Joins group) (Only in flashback) | Dani Moonstar (Leaves group) (Only in flashback) | Domino (Leaves group) (Main story and flashback);Marcus Tsung (First appearance);Romany Wisdom
