ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Uncanny X-Men Vol 1 520;Main Series;Nation X, Chapter 6;;Nation X;2010-03;2010-01-20;Matt Fraction;Greg Land;"X-Men | Cyclops (Scott Summers) | Psylocke (Betsy Braddock) | Wolverine (Logan) | Colossus (Piotr Rasputin) | Fantomex (""Jean-Philippe"") (Joins group) | E.V.A. (Joins group) | Namor | Magneto (Erik Lehnsherr) | Emma Frost | Professor X (Charles Xavier) | X-Club | Dr. Nemesis (James Bradley)";"Predator X003 (""Melvin"") (Corpse, skeleton or other remains) | Several microscopic recording nanobots | New U-Men | Lobe | Burst | Verre | Bouncing Betty | Thug";
X-Factor Vol 1 201;Other Groups;The Invisible Woman Has Vanished! Part 2;;;2010-03;2010-01-27;Peter David;Bing Cansino;X-Factor Investigations | Multiple Man (Jamie Madrox) | Longshot | Darwin (Armando Muñoz) | Rictor (Julio Richter) | Shatterstar | Strong Guy (Guido Carosella) | M (Monet St. Croix) (Rejoins Team);Mister Fantastic (Reed Richards) (Possessed by Doctor Doom) | Doctor Doom (Victor von Doom) (As hologram) | Doombot (Only in flashback) | Terrorists (Mentioned);Valeria Richards | Layla Miller (Only in flashback) | Fantastic Four | Invisible Woman (Sue Richards) (Only in flashback) | Thing (Ben Grimm) | Mister Fantastic (Reed Richards) | Franklin Richards
X-Force Vol 3 23;Other Groups;Necrosha: Chapter 4;;Necrosha;2010-03;2010-01-27;Craig Kyle | Christopher Yost;Clayton Crain;X-Force | X-23 (Laura Kinney) | Elixir (Josh Foley) | Wolfsbane (Rahne Sinclair) | Vanisher | Warpath (James Proudstar) | Wolverine (Logan) | Archangel (Warren Worthington III) | Domino (Neena Thurman);Selene | Selene's Inner Circle | Senyaka | Mortis (Lois London) | Wither (Kevin Ford) | Blink (Clarice Ferguson) | Eli Bard | Caliban | Thunderbird (John Proudstar) | Negasonic Teenage Warhead (Ellie Phimister) | Void fragment;X-Men | Emma Frost | Mercury (Cessily Kincaid) | Cyclops (Scott Summers) | Dazzler (Alison Blaire) | Dust (Sooraya Qadir) | Onyxx (Sidney Green) (Death) | Prodigy (David Alleyne) | Surge (Noriko Ashida) | Stepford Cuckoos | Mindee Cuckoo | Phoebe Cuckoo | Celeste Cuckoo | X-Club | Dr. Nemesis (James Bradley) | Madison Jeffries | Hrimhari | Diamond Lil (Lillian Crawley) (Death) | Meld (Jeremiah Muldoon) (Death)
X-Men: Legacy Vol 1 232;Secondary;Earth Give Up Your Dead: Part 2 of 3;;Necrosha;2010-03;2010-01-27;Mike Carey;Clay Mann;X-Men | Rogue (Anna Marie) | Husk (Paige Guthrie) | Psylocke (Betsy Braddock) | Colossus (Piotr Rasputin) | Blindfold (Ruth Aldine) | Nightcrawler (Kurt Wagner) | Trance (Hope Abbott) | Magneto (Max Eisenhardt);Proteus (Kevin MacTaggert);Destiny (Irene Adler)
New Mutants Vol 3 10;Other Groups;International Incident;;;2010-04;2010-02-10;Zeb Wells;Paul Davidson | David López;X-Men | New Mutants | Mirage (Danielle Moonstar) (Changed Codename to Mirage) | Cannonball (Sam Guthrie) | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla) | Magik (Illyana Rasputina) | Karma (Xi'an Coy Manh) | Warlock | Cypher (Douglas Ramsey);;X-Men | Cyclops (Scott Summers) | Emma Frost
S.W.O.R.D. Vol 1 4;Supporting;;;;2010-04;2010-02-10;Kieron Gillen;Steven Sanders;S.W.O.R.D. | Henry Gyrich | Cecilia | Beast (Hank McCoy) | Abigail Brand | Sydren | Lockheed | 🢐 Death's Head 🢒;Metroliths | Drenx | Unit;
Uncanny X-Men Vol 1 521;Main Series;Nation X, Chapter 7;;Nation X;2010-04;2010-02-17;Matt Fraction;Greg Land;"X-Men | Magneto (Erik Lehnsherr) | Cyclops (Scott Summers) | Emma Frost | Wolverine (Logan) | Colossus (Piotr Rasputin) | Psylocke (Betsy Braddock) | Fantomex (""Jean-Phillipe"") | E.V.A. | Crosta (Joins group) | X-Club | Madison Jeffries | Dr. Nemesis (James Bradley) | Dr. Kavita Rao | Angel (Warren Worthington III)";New U-Men | Lobe | Bouncing Betty | Burst | Thug | Verre;Shadowcat (Kitty Pryde)
X-Factor Vol 1 202;Other Groups;The Invisible Woman Has Vanished! Part 3;;;2010-04;2010-02-24;Peter David;Bing Cansino;X-Factor Investigations | Multiple Man (Jamie Madrox) | Darwin (Armando Muñoz) | Rictor (Julio Richter) | Longshot | Strong Guy (Guido Carosella) | Shatterstar | M (Monet St. Croix);Mister Fantastic (Reed Richards) (Possessed by Doctor Doom) (Death) | Doom's Warrior Robots;Fantastic Four | Mister Fantastic (Reed Richards) | Thing (Ben Grimm) | Invisible Woman (Sue Richards) | Valeria Richards | Franklin Richards | Doctor Doom (Victor von Doom) | Layla Miller
X-Force Vol 3 24;Other Groups;Necrosha: Chapter Five;;Necrosha;2010-04;2010-02-24;Craig Kyle | Chris Yost;Clayton Crain;X-Force | Warpath (James Proudstar) | Elixir (Josh Foley) | X-23 (Laura Kinney) | Domino (Neena Thurman) | Vanisher | Wolfsbane (Rahne Sinclair) | Archangel (Warren Worthington III) | Wolverine (Logan);;
X-Men: Legacy Vol 1 233;Secondary;Earth Give Up Your Dead: Part 3 of 3;;Necrosha;2010-04;2010-02-24;Mike Carey;Clay Mann;X-Men | Rogue (Anna Marie) | Psylocke (Betsy Braddock) | Trance (Hope Abbott) | Husk (Paige Guthrie) | Nightcrawler (Kurt Wagner) | Magneto (Max Eisenhardt) | Blindfold (Ruth Aldine) | Colossus (Piotr Rasputin);Proteus (Kevin MacTaggert) (Death);Destiny (Irene Adler)
S.W.O.R.D. Vol 1 5;Supporting;;;;2010-05;2010-03-10;Kieron Gillen;Steven Sanders;S.W.O.R.D. | Abigail Brand | Beast (Hank McCoy) | Lockeed | Henry Gyrich (Leaves group) | Sydren | 🢐 Death's Head 🢒;Drenx | Unit;Beta Ray Bill
X-Men: Legacy Vol 1 234;Secondary;The Telltale Heart;;;2010-05;2010-03-17;Mike Carey;Yanick Paquette;Rogue (Anna Marie);;X-Men | Indra (Paras Gavaskar) | Cyclops (Scott Summers) | Magneto (Magnus) | Angel (Warren Worthington III) | Match (Benjamin Hamill) | Anole (Victor Borkowski) | Mercury (Cessily Kincaid) | Dust (Sooraya Qadir) | Loa (Alani Ryan) | X-23 (Laura Kinney) | Bling! (Roxy Washington) | Surge (Noriko Ashida) | Colossus (Piotr Rasputin) | Ariel | Rockslide (Santo Vaccarro) | Gambit (Remy LeBeau) | Pixie (Megan Gwynn) | Psylocke (Betsy Braddock) | Warpath (James Proudstar) | Iceman (Bobby Drake) | Nightcrawler (Kurt Wagner) | Cannonball (Sam Guthrie) | Cypher (Doug Ramsey) | Stepford Cuckoos | Phoebe Cuckoo | Mindee Cuckoo | Celeste Cuckoo | X-Club | Dr. Nemesis (James Bradley) | Madison Jeffries
Uncanny X-Men Vol 1 522;Main Series;Ghostly;;Nation X;2010-05;2010-03-24;Matt Fraction;Whilce Portacio;"X-Men | Kitty Pryde (Rejoins) | Magneto (Erik Lensherr) (Main story and flashback) | Cyclops (Scott Summers) | Emma Frost | Angel (Warren Worthington III) | Nightcrawler (Kurt Wagner) | X-Club | Dr. Kavita Rao | Madison Jeffries | Dr. Nemesis (James Bradley) | Fantomex (""Jean-Phillipe"") | Wolverine (Logan) | Colossus (Piotr Rasputin) | Psylocke (Betsy Braddock) | Stepford Cuckoos | Celeste Cuckoo | Mindee Cuckoo | Phoebe Cuckoo | Danger | Rogue (Anna Marie) | Cecilia Reyes (Rejoins) | Pixie (Megan Gwynn) | Rockslide (Santo Vaccarro) | Graymalkin (Jonas Graymalkin) | Namor | Dazzler (Alison Blaire) | Northstar (Jean-Paul Beaubier) | Iceman (Bobby Drake)";;"High Evolutionary (Herbert Wyndham) (Only in flashback) | Fantastic Four | Mr. Fantastic (Reed Richards) | Human Torch (Johnny Storm) | Thing (Ben Grimm) | Invisible Woman (Sue Richards) | Other Characters: | Beast (Hank McCoy) (Mentioned) | New Mutants (Cameo) | Cannonball (Sam Guthrie) (Cameo) | Sunspot (Roberto Da Costa) (Cameo) | Karma (Xi'an Coy Mahn) (Cameo) | Unnamed Atlanteans | SFPD | Unnamed policeman | Unnamed San Franciscan criminals | Races and Species: | Mutants | Humans | Mutant Atlantean-Human Hybrids | Atlanteans | Shi'ar Robots | Locations: | Outer space | Earth (Main story and flashback) | Earth Orbit (Only in flashback) | High Evolutionary's Space Station  (Only in flashback) | United States of America | California | Marin | Mount Tamalpais | San Francisco Bay | Utopia | Cerebro Tower | Golden Gate Bridge | New Atlantis | San Francisco | Kansas | New York | New York City | Manhattan | Midtown | 42nd Street | Baxter Building | Items: | X-Uniforms | Magneto's Helmet | Cyclops' Visor | Cerebra | Wolverine's Suit | Vehicles: | Retaliator's Bullet | X-Men Blackbird | X-Sub | Synopsis for ""Ghostly"" | The giant bullet carrying Kitty Pryde, aka Shadowcat, inside is continually moving through space. Magneto, who is using his magnetic powers to pull it towards Earth, remembers when he and the High Evolutionary detected it. When it was determined that Kitty was alive inside, Magneto decided to put it aside until now. | At the moment, Angel descends on Cyclops and Emma, informing them that Kitty is coming back. However, Cyclops is worried about a global panic and has Nightcrawler teleport everyone except Emma, who was assigned to watch over Magneto back to Utopia. He assigns X-Club the task to prevent a panic. Next, he contacts the X-Men team with Fantomex, informing them all of Kitty's impending return, which excites Colossus. | X-Club fabricates a device to use Danger and the Stepford Cuckoos to trick the orbital satellites and people using technology and psychics respectively | All of the X-Men gather at Mt. Tamalpais. Cecilia Reyes is summoned to attend to Magneto once he has completed his task and drops his shields. | Despite their efforts, X-Club could not fool the Fantastic Four, who offer their assistance. | The bullet finally reaches Earth, before Magneto is about to pull Kitty out before collapsing. As Reyes attends to him, Colossus attempts to embrace Kitty, only to walk right through her. Worse, she can't even speak. | At Utopia, Kitty is placed in a device, Magneto is placed in the infirmary, the Atlantean colony at the base of Utopia flourishes, Fantomex attempts to court Psylocke, Dazzler and Northstar capture crooks in San Francisco, Nightcrawler talks with Pixie in his chapel, Angel and Iceman play basketball, Emma comforts Cyclops, as the sun rises. | Appearing in ""The End of the World and Everything After"" | Featured Characters: | Daraxus Dax (First and only known appearance) | Supporting Characters: | Dax' neighbour"
X-Factor Vol 1 203;Other Groups;;;;2010-05;2010-03-24;Peter David;Valentine De Landro;X-Factor Investigations | M (Monet St. Croix) | Strong Guy (Guido Carosella);Baron Mordo (Karl Mordo) | Baron Mordo's Minions | Mindless Ones;Senora Piernas  (First appearance) | Ambassador Cartier St. Croix
New Mutants Vol 3 11;Other Groups;Hel's Valkyrie;;Siege;2010-05;2010-03-31;Kieron Gillen;Niko Henrichon;X-Men | New Mutants | Mirage (Danielle Moonstar) | Cannonball (Sam Guthrie) | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla) | Magik (Illyana Rasputina) | Karma (Xi'an Coy Manh) | Cypher (Douglas Ramsey) | Warlock;Dísir (First appearance);Hela | Tyr (Spirit)
X-Force Vol 3 25;Other Groups;Necrosha: Conclusion;;Necrosha;2010-05;2010-03-31;Craig Kyle | Chris Yost;Clayton Crain;X-Force | Wolverine (Logan) | Warpath (James Proudstar) (Leaves group) | Archangel (Warren Worthington III) | Vanisher (Porter) | Elixir (Josh Foley) (Leaves group) | Wolfsbane (Rahne Sinclair) (Leaves group) | Domino (Neena Thurman) | X-23 (Laura Kinney) (Leaves group);Selene (Death) | Selene's Inner Circle | Blink (Clarice Ferguson) (Leaves group) | Mortis (Lois London) (Leaves group) | Wither (Kevin Ford) (Death) | Senyaka (Suvik Senyaka) (Death) | Banshee (Sean Cassidy);X-Men | Cyclops (Scott Summers) | Emma Frost | Dazzler (Alison Blaire) | Dust (Sooraya Qadir) | Magneto (Erik Magnus Lehnsherr) | Stepford Cuckoos | Irma Cuckoo | Celeste Cuckoo | Phoebe Cuckoo | Thunderbird (John Proudstar) (Death)
Uncanny X-Men Vol 1 523;Main Series;Second Coming (Chapter Two);;Second Coming;2010-06;2010-04-07;Matt Fraction;Terry Dodson;X-Men | Wolverine (Logan) | Colossus (Piotr Rasputin) | Nightcrawler (Kurt Wagner) | Psylocke (Betsy Braddock) | Angel (Warren Worthington III) | X-23 (Laura Kinney) | Cyclops (Scott Summers) | Emma Frost | Rogue (Anna Marie) | New Mutants | Magik (Illyana Rasputin) | Cypher (Doug Ramsey) | Cannonball (Sam Guthrie) | Magma (Amara Aquilla) | Mirage (Dani Moonstar) | Karma (Xi'an Coy Manh) | Warlock;Sapien League | Human Council | Bastion (Sebastion Gilberti) | Bolivar Trask | Cameron Hodge | Graydon Creed | Steven Lang | William Stryker | Purifiers;Cable (Nathan Summers) | Hope Summers | X-Club | Dr. Nemesis (James Bradley) | Madison Jeffries | Dr. Kavita Rao
New Mutants Vol 3 12;Other Groups;Second Coming (Chapter Three);;Second Coming;2010-06;2010-04-14;Zeb Wells;Ibraim Roberson;X-Men | New Mutants | Mirage (Danielle Moonstar) | Cannonball (Sam Guthrie) | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla) | Magik (Illyana Rasputina) | Karma (Xi'an Coy Manh) | Cypher (Douglas Ramsey) | Warlock;The Human Council | The Right | Cameron Hodge | Purifiers | William Stryker (Death) | Donald Pierce;X-Men | Colossus (Piotr Rasputin) | Psylocke (Betsy Braddock) | Wolverine (Logan) | X-23 (Laura Kinney) | Nightcrawler (Kurt Wagner) | Angel/Archangel (Warren Worthington III) | Cyclops (Scott Summers) | Ariel | Rogue (Anna Marie) | Danger | Hope Summers | Cable (Nathan Summers)
X-Factor Vol 1 204;Other Groups;X-Factor: Second Coming - Revelations, Part 1;;Second Coming;2010-06;2010-04-21;Peter David;Valentine De Landro;X-Factor Investigations | Rictor (Julio Richter) (Apparent death) | Shatterstar (As hologram) | Multiple Man (Jamie Madrox) (Apparent death) | Longshot (Apparent death) | Darwin (Armando Muñoz) (Apparent death) | M (Monet St. Croix) (Mentioned) | Strong Guy (Guido Carosella);Human Council | Dr. Bolivar Trask | Bastion (Sebastion Gilberti) | Cameron Hodge (Appears on screen) | Mutant Response Division (First appearance) | Colonel Moran (First appearance) | Sylvius (First appearance) | Gleason (First appearance) | Absorbing Man (Carl Creel) | Baron Mordo (Karl Amadeus Mordo) | Titania (Mary MacPherran);Banshee (Terry Cassidy) (As hologram)
X-Men: Legacy Vol 1 235;Secondary;Second Coming (Chapter Four);;Second Coming;2010-06;2010-04-21;Mike Carey;Greg Land;X-Men | Rogue (Anna Marie) | Cyclops (Scott Summers) | Emma Frost | Ariel (Apparent death) | Wolverine (Logan) | X-23 (Laura Kinney) | Nightcrawler (Kurt Wagner) | Colossus (Piotr Rasputin) | Archangel (Warren Worthington III) | Psylocke (Betsy Braddock) | Pixie (Megan Gwynn) | Stepford Cuckoos | Mindee Cuckoo | Phoebe Cuckoo | Celeste Cuckoo | New Mutants | Magma (Amara Aquilla) | Cannonball (Sam Guthrie) | Karma (Xi'an Coy Manh) | Sunspot (Roberto Da Costa) | Mirage (Dani Moonstar) | Cypher (Doug Ramsey) | Warlock | X-Club | Dr. Kavita Rao | Dr. Nemesis (James Bradley);Human Council | The Right | Cameron Hodge (Death) | Bastion (Sebastion Gilberti) | Steven Lang | Donald Pierce (Behind the scenes) | Sapien League | Pasquale  (First and only known appearance, dies) | Dobie  (First and only known appearance, dies);Cable (Nathan Summers) | Hope Summers
X-Force Vol 3 26;Other Groups;Second Coming (Chapter Five);;Second Coming;2010-06;2010-04-28;Craig Kyle | Christopher Yost;Mike Choi;X-Force | Domino (Neena Thurman) (Appears on screen) | Vanisher (Telford Porter) (Appears on screen) | Archangel (Warren Worthington III) | Wolverine (James Howlett);Human Council | Bastion (Sebastion Gilberti) | Steven Lang | Graydon Creed | The Right | Purifiers;"Hope Summers | X-Men | Cyclops (Scott Summers) | Sub-Mariner (Namor McKenzie) (Appears on screen) | White Queen (Emma Frost) | Magneto (Erik Lensherr) (Appears on screen) | Iceman (Robert Drake) (Appears on screen) | Pixie (Megan Gwynn) (Appears on screen) | Colossus (Piotr Rasputin) | Psylocke (Elizabeth Braddock) | X-23 (Laura Kinney) | Rogue (""Anna Marie"") | Nightcrawler (Kurt Wagner) (Death) | Prodigy (David Alleyne) | Surge (Noriko Ashida) | New Mutants | Cannonball (Samuel Guthrie) | Cypher (Douglas Ramsey) | Karma (Xi'an Coy Manh) | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla) | Mirage (Dani Moonstar) | Warlock | Dr. Nemesis (James Bradley) | Cable (Nathan Summers)"
Uncanny X-Men Vol 1 524;Main Series;Second Coming (Chapter Six);;Second Coming;2010-07;2010-05-05;Matt Fraction;Terry Dodson;X-Men | Colossus (Piotr Rasputin) | Kitty Pryde | Magneto (Erik Lensherr) | Nightcrawler (Kurt Wagner) (Corpse, skeleton or other remains) | Iceman (Bobby Drake) | Emma Frost | Cyclops (Scott Summers) | Angel (Warren Worthington III) | Dazzler (Alison Blaire) | Northstar (Jean-Paul Beaubier) | Wolverine (Logan) | Psylocke (Betsy Braddock) | X-23 (Laura Kinney) | Pixie (Megan Gwynn) | Anole (Victor Borkowski) | Gambit (Remy LeBeau) | Trance (Hope Abbott) | Rogue (Anna Marie) | Rockslide (Santo Vaccarro) | Storm (Ororo Munroe) | Domino (Neena Thurman) | Namor | Danger | New Mutants | Karma (Xi'an Coy Manh) | Magma (Amara Aquilla) | Mirage (Dani Moonstar) | Cannonball (Sam Guthrie) | Cypher (Doug Ramsey) | X-Club | Dr. Kavita Rao | Madison Jeffries | Dr. Nemesis (James Bradley);Human Council | Donald Pierce | Bastion (Sebastion Gilberti);Hope Summers | Cable (Nathan Summers) | Beast (Hank McCoy) | Charles Xavier
New Mutants Vol 3 13;Other Groups;Second Coming (Chapter Seven);;Second Coming;2010-07;2010-05-12;Zeb Wells;Ibraim Roberson | Lan Medina;X-Men | New Mutants | Mirage (Danielle Moonstar) | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla) | Cypher (Douglas Ramsey) | Warlock;Human Council | Stephen Lang | Donald Pierce (Death) | Bastion (Sebastion Gilberti) (Voice) | Mutant Response Division;Cable (Nathan Summers) | Hope Summers | X-Men | Cyclops (Scott Summers) | Emma Frost | Rogue (Anna Marie) | Magneto (Max Eisenhardt) | Sub-Mariner (Namor) | Bling! (Roxy Washington) | Gentle (Nezhno Abidemi) | Trance (Hope Abbott) | Graymalkin (Jonas Graymalkin) | Hellion (Julian Keller) | Iceman (Bobby Drake) | Indra (Paras Gavaskar) | Psylocke (Betsy Braddock) | Match (Ben Hamill) | Mercury (Cessily Kincaid) | Rockslide (Santo Vaccarro) | Wolverine (Logan) | X-23 (Laura Kinney) | Loa (Alani Ryan) | X-Club | Box (Madison Jeffries) | Dr. Kavita Rao | Dr. Nemesis (James Bradley) | X-Force | Domino (Neena Thurman) | Vanisher (Teleford Porter) (Death) | Beast (Hank McCoy)
X-Factor Vol 1 205;Other Groups;X-Factor: Second Coming - Revelations, Part 2;;Second Coming;2010-07;2010-05-19;Peter David;Valentine De Landro;X-Factor Investigations | Rictor (Julio Richter) | Shatterstar | Darwin (Armando Muñoz) | Multiple Man (Jamie Madrox) | Longshot | Strong Guy (Guido Carsella) | M (Monet St. Croix);Mutant Response Division | Nash (First appearance) | Colonel Moran | Sylvius | Several unnamed MRD soldiers | Human Council | Bastion (Sebastion Gilberti) | Dr. Bolivar Trask | Baron Mordo (Karl Mordo) | Baron Mordo's Minions;Banshee (Terry Cassidy) | Layla Miller | Ambassador Cartier St. Croix
X-Men: Legacy Vol 1 236;Secondary;Second Coming (Chapter Eight);;Second Coming;2010-07;2010-05-19;Mike Carey;Greg Land;X-Men | Angel/Archangel (Warren Worthington III) | Colossus (Piotr Rasputin) | Cyclops (Scott Summers) | Iceman (Bobby Drake) | Magma (Amara Aquilla) | Match (Ben Hamill) | Psylocke (Betsy Braddock) | Rogue (Anna Marie) | Namor | Emma Frost | Wolverine (Logan) | Armor (Hisako Ichiki) | Graymalkin (Jonas Graymalkin) | Hellion (Julian Keller) | Magneto (Erik Lehnsherr) | Prodigy (David Alleyne) | Rockslide (Santo Vaccarro) | Storm (Ororo Munroe) | Surge (Noriko Ashida) | X-23 (Laura Kinney);Human Council | Bastion (Sebastion Gilberti) | Graydon Creed | Nimrod Sentinels (First appearance);Beast (Hank McCoy) | Cable (Nathan Summers) | Hope Summers | Avengers | Captain America (James Barnes) | Hawkeye (Clint Barton) | Iron Man (Tony Stark) | Spider-Woman (Jessica Drew) | 🢐 Thor 🢒 | X-Club | Box (Madison Jeffries) | Dr. Nemesis (James Bradley) | Dr. Kavita Rao
X-Force Vol 3 27;Other Groups;Second Coming (Chapter Nine);;Second Coming;2010-07;2010-05-26;Craig Kyle | Chris Yost;Mike Choi;X-Force | Wolverine (Logan) | X-23 (Laura Kinney) (Re-joins) | Domino (Neena Thurman) | Archangel (Warren Worthington III) | Cypher (Doug Ramsey) (Joins group) | Cable (Nathan Summers) (Joins group);Nimrod Sentinels | Human Council | Bastion (Sebastion Gilberti) | Graydon Creed | Steven Lang;Hope Summers | X-Men | Cyclops (Scott Summers) | Surge (Noriko Ashida) | Namor | Hellion (Julian Keller) | Colossus (Piotr Rasputin) | Armor (Hisako Ichiki) | Psylocke (Betsy Braddock) | Rogue (Anna Marie) | Iceman (Bobby Drake) | Rockslide (Santo Vaccarro) | Prodigy (David Alleyne) | Storm (Ororo Munroe) | Emma Frost | Dust (Sooraya Qadir) | New Mutants | Magma (Amara Aquilla) | Dani Moonstar | Stepford Cuckoos (unspecified member) | Beast (Hank McCoy)
Uncanny X-Men Vol 1 525;Main Series;Second Coming (Chapter Ten);;Second Coming;2010-08;2010-06-09;Matt Fraction;Terry Dodson;X-Men | Cyclops (Scott Summers) | Emma Frost | Storm (Ororo Munroe) | Surge (Noriko Ashida) | Psylocke (Betsy Braddock) | Iceman (Bobby Drake) | Fantomex | Namor | Charles Xavier | Rogue (Anna Marie) | Bling! (Roxy Washington) | Rockslide (Santo Vaccarro);Nimrod Sentinels | Exonims (First appearance) | Master Mold (First appearance);Hope Summers | X-Force | Wolverine (Logan) | Archangel (Warren Worthington III) | Domino (Neena Thurman) | X-23 (Laura Kinney) | Cypher (Doug Ramsey) | Cable (Nathan Summers) | X-Club | Dr. Nemesis (James Bradley) | Madison Jeffries | Dr. Kavita Rao | Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Sue Richards) | Human Torch (Johnny Storm) | Thing (Ben Grimm) | Avengers | Iron Man (Tony Stark) | Captain America (James Barnes) | 🢐 Thor 🢒
New Mutants Vol 3 14;Other Groups;Second Coming (Chapter Eleven);;Second Coming;2010-08;2010-06-16;Zeb Wells;Ibraim Roberson | Lan Medina | Nathan Fox;X-Men | New Mutants | Sunspot (Roberto Da Costa) | Magma (Amara Aquilla);Nimrod Sentinels | Unnamed Hound (First and only known appearance, dies) | Humans soldiers | Exonims | Master Mold;X-Men | Cyclops (Scott Summers) | Magneto (Erik Magnus Lensherr) | Professor X (Charles Xavier) | Rogue | Armor (Hisako Ichiki) | Colossus (Piotr Rasputin) | Gentle (Nezhno Abidemi) | Hellion (Julian Keller) | Iceman (Bobby Drake) | Husk (Paige Guthrie) | Psylocke (Betsy Braddock) | Rockslide (Santo Vaccarro) | Storm (Ororo Iqadi T'Challa) | Namor | Surge (Nori Ashida) | Bling! (Roxy Washington) | Boom Boom (Tabby Smith) | X-Force | Archangel (Warren Worthington III) | Cable (Nathan Summers) | Domino (Neena Thurman) | Wolverine (Logan) | X-23 (Laura Kinney) | Cypher (Doug Ramsey) | Hope Summers | Beast (Dr. Hank McCoy) | Avalanche (Dominikos Petrakis) | Sack (Death) | Toad (Mortimer Toynbee) | Random (Marshall Stone III) | Scalphunter (John Greycrow) | Legion (David Haller) | Personality 115 | Personality 762 | Cypher's Renegate Exonim (First appearance)
X-Factor Vol 1 206;Other Groups;X-Factor: Second Coming - Revelations, part 3;;Second Coming;2010-08;2010-06-23;Peter David;Valentine De Landro;X-Factor Investigations | Strong Guy (Guido Carosella) | M (Monet St. Croix) | Banshee (Terry Cassidy) (Rejoins team) | Shatterstar | Layla Miller (Rejoins team) | Longshot | Rictor (Julio Richter) | Multiple Man (James Madrox) | Darwin (Armando Muñoz);Mutant Response Division | Colonel Moran | Human Council | Bastion (Sebastion Gilberti) | Dr. Bolivar Trask (Death) | Baron Mordo (Karl Mordo) | Baron Mordo's Minions (Death);Ambassador Cartier St. Croix
X-Men: Legacy Vol 1 237;Secondary;Second Coming (Chapter Twelve);;Second Coming;2010-08;2010-06-23;Mike Carey;Greg Land;X-Men | Magneto (Erik Lehnsherr) | Storm (Ororo Munroe) | Rockslide (Santo Vaccarro) | Bling! (Roxy Washington) | Iceman (Bobby Drake) | Rogue (Anna Marie) | Emma Frost | Cyclops (Scott Summers) | Colossus (Piotr Rasputin) | Husk (Paige Guthrie) | Three-in-One | Mindee Cuckoo | Phoebe Cuckoo | Celeste Cuckoo;Nimrod Sentinels | Master Molds (Destruction) | Exonims | Human Council | Bastion (Sebastion Gilberti) | Graydon Creed | Stephen Lang;Hope Summers | X-Force | Wolverine (Logan) | Domino (Neena Thurman) | Archangel (Warren Worthington III) | X-23 (Laura Kinney) | Cable (Nathan Summers) | Cypher (Doug Ramsey) | Cypher's Renegate Exonim
X-Force Vol 3 28;Other Groups;Second Coming (Chapter Thirteen);;Second Coming;2010-09;2010-07-08;Craig Kyle | Chris Yost;Mike Choi;X-Force | Archangel (Warren Worthington III) | Domino (Neena Thurman) | Wolverine (Logan) | X-23 (Laura Kinney) | Cable (Nathan Summers) (Death) | Cypher (Doug Ramsey) (Leaves group);;X-Men | Cyclops (Scott Summers) | Emma Frost | Colossus (Piotr Rasputin) | Armor (Hisako Ichiki) | Iceman (Bobby Drake) | Psylocke (Betsy Braddock) | Surge (Nori Ashida) | Namor (Namor McKenzie) | Rogue (Anna Marie) | Mirage (Dani Moonstar) | X-Club | Dr. Nemesis (James Bradley) | Madison Jeffries | Dr. Kavita Rao | Hope Summers | Beast (Dr. Hank McCoy) | Avengers | Iron Man (Tony Stark) | 🢐 Thor (Thor Odinson) 🢒 | Fantastic Four | Mr. Fantastic (Reed Richards) | Human Torch (Johnny Storm)
X-Men Vol 3 1;Secondary;Curse of the Mutants (Part 1);;Curse of the Mutants;2010-09;2010-07-08;Victor Gischler;Paco Medina;X-Men | Cyclops (Scott Summers) | Wolverine (Logan) | Angel (Warren Worthington III) | Pixie (Megan Gwynn) | Storm (Ororo Munroe) | X-Club | Dr. Nemesis (James Bradley) | Dr. Kavita Rao;Vampires | Xarus | Alyssa | Bradley | Unnamed Aqueos (First appearance) | Unnamed vampire suicide bomber  (First and only known appearance, dies);Jubilee (Jubilation Lee) | Blade the Vampire Hunter
