ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Daredevil Vol 1 59;Main Series;The Torpedo Will Get You If You Don't Watch Out!;;;1969-12;;Roy Thomas;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Torpedo (First and only known appearance) | Crime-Wave (Mason Hollis) 🢒 (First appearance) (Main story and flashback);🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒 | 🢐 Willie Lincoln 🢒 (Main story and flashback)
Daredevil Vol 1 60;Main Series;Showdown at Sea!;;;1970-01;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Crime-Wave (Name first revealed) | Crime-Wave's minions | Shades McGraw | Turk | Charlie (Behind the scenes);🢐 Foggy Nelson 🢒 | 🢐 Deborah Harris 🢒 | Karen Page (Only in flashback)
Daredevil Vol 1 61;Main Series;Trapped -- by the Trio of Doom!;;;1970-02;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Cobra 🢒 | 🢐 Mister Hyde 🢒 | 🢐 Jester 🢒;🢐 Karen Page 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 62;Main Series;"Quoth the Nighthawk, Nevermore!""";;;1970-03;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Nighthawk 🢒 | Jo-Jo | Weepin' Willie;🢐 Karen Page 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 63;Main Series;The Girl -- or the Gladiator?;;;1970-04;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Gladiator 🢒;🢐 Karen Page 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 64;Main Series;Suddenly...the Stunt-Master!;;;1970-05;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;Mr. Ellis, a movie producer | his goons;Foggy Nelson (Only in flashback) | Karen Page (Only in flashback) | 🢐 Stunt-Master 🢒
Daredevil Vol 1 65;Main Series;The Killing of Brother Brimstone;;;1970-06;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;Brother Brimstone (Vince Sterling) 🢒;🢐 Karen Page 🢒 | Brother Brimstone (Ross Archer) (First and only known appearance, dies)
Daredevil Vol 1 66;Main Series;...And One Cried Murder!;;;1970-07;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Brother Brimstone (Vince Sterling) (Death);🢐 Karen Page 🢒
Daredevil Vol 1 67;Main Series;Stilt-Man Stalks the Soundstage;;;1970-08;;Gary Friedrich | Roy Thomas;Gene Colan;🢐 Daredevil 🢒;🢐 Stilt-Man 🢒;🢐 Karen Page 🢒 | 🢐 Stunt-Master 🢒
Daredevil Vol 1 68;Main Series;Phoenix and the Fighter!;;;1970-09;;Roy Thomas;Gene Colan;🢐 Daredevil 🢒;Phoenix | Kragg, their leader;🢐 Foggy Nelson 🢒
Daredevil Vol 1 69;Main Series;A Life on the Line;;;1970-10;;Roy Thomas;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Thunderbolts (First appearance) | Turk 🢒 | Eddie | Charlie (First appearance);🢐 Black Panther (T'Challa) 🢒
Daredevil Vol 1 70;Main Series;The Tribune;;;1970-11;;Gary Friedrich;Gene Colan;🢐 Daredevil 🢒;Tribune 🢒 (First appearance) | his goons;🢐 Karen Page 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 71;Main Series;If an Eye Offend Thee...!;;;1970-12;;Roy Thomas | Len Wein;Gene Colan;🢐 Daredevil 🢒;🢐 Tribune | his goons;🢐 Foggy Nelson 🢒
Daredevil Vol 1 72;Main Series;Lo! The Lord of the Leopards!;;;1971-01;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Quothar;Tagak 🢒 (First appearance) | Opar (First appearance)
Daredevil Vol 1 73;Main Series;Behold... The Brotherhood!;;;1971-02;;Gerry Conway | Allyn Brodsky;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 Spymaster 🢒 | Zodiac | Capricorn | Aquarius | Sagittarius | Espionage Elite (Only in flashback) | Number One (Marya Penskiyov) (Only in flashback) | Number Four (Godfried Herter) (Only in flashback) | Number Five (Roger Phillips) (Only in flashback);🢐 Iron Man (Tony Stark) 🢒 | 🢐 Nick Fury 🢒 | 🢐 Madame Masque 🢒
Daredevil Annual Vol 1 2;Special;While the City Sleeps!;;;1971-02;;Wally Wood | Wally Wood;Wally Wood | Bob Powell | Bob Powell | Wally Wood;Daredevil (Matt Murdock);"The Organizer (Abner Jonas) | ""The Organization"" (First appearance) | Cat-Man (Townshend Horgan) (First appearance) | Frog-Man (Francois Le Blanc) (First appearance) | Bird-Man (Henry Hawk) (First appearance) | Ape-Man (Gordon Keefer) (First appearance as Ape Man)";Nelson and Murdock | Foggy Nelson | Karen Page
Daredevil Vol 1 74;Main Series;In the Country of the Blind!;;;1971-03;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Committee (First appearance) | Smasher (First appearance) | George (First appearance);"🢐 Foggy Nelson 🢒 | Blind ""Group"" | Slate | Doc Tinker | ""Dutch"" Potter | Cindy"
Daredevil Vol 1 75;Main Series;Now Rides the Ghost of El Condor!;;;1971-04;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;El Condor 🢒 (First appearance) | Carlos (First appearance) | Juan (First appearance) | Domingo (First appearance);🢐 Foggy Nelson 🢒
Daredevil Vol 1 76;Main Series;The Deathmarch of El Condor!;;;1971-05;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 El Condor (Death) | Carlos | Juan | Domingo | Hidalgo | Rodriquez;🢐 Foggy Nelson 🢒
Daredevil Vol 1 77;Main Series;...And So Enters the Amazing Spider-Man;;;1971-06;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;;🢐 Spider-Man (Peter Parker) 🢒 | 🢐 Sub-Mariner (Namor McKenzie) 🢒 | Princess Tuvia 🢒 (First appearance) | Phil Hichok (First appearance)
Daredevil Vol 1 78;Main Series;The Horns of the Bull!;;;1971-07;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;"Man-Bull (""Bull"" Taurus) 🢒 (First appearance) | ""Itch"" (First appearance) | ""Freak-Face"" (First appearance) | Mr. Kline (First appearance) (Voice) | Professor (First appearance) (Unnamed)";🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒 | Phil Hichok
Daredevil Vol 1 79;Main Series;Murder! Cries The Man-Bull!;;;1971-08;;Gary Friedrich;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;"🢐 Man-Bull (""Bull"" Taurus) 🢒 | ""Itch"" (First appearance) | Professor (Unnamed) | ""Freak-Face"" (First appearance) | Mr. R. Kline 🢒 (arms only)";🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒
Daredevil Vol 1 80;Main Series;In the Eyes... of the Owl!;;;1971-09;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 Owl (Leland Owlsley) 🢒 | Owl's Henchmen | Cliff | Fritz | Number 32 | Number 33 | 🢐 Mr. Kline 🢒 (Arms Only);🢐 Karen Page 🢒 | Phil Hichok
Daredevil Vol 1 81;Main Series;And Death Is a Woman Called Widow;;;1971-11;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 Owl (Leland Owlsley) 🢒 | Owl's Henchmen | 🢐 Mister Kline/The Assassin 🢒 | 🢐 Baal 🢒 (Voice);🢐 Karen Page 🢒 | 🢐 Black Widow (Natasha) 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Ivan Petrovich 🢒 | Phil Hichok
Daredevil Vol 1 82;Main Series;Now Send... The Scorpion!;;;1971-12;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Scorpion (First appearance) (Death) | 🢐 Mister Klein/Assassin 🢒;🢐 Karen Page 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 (Surname first revealed) | 🢐 Foggy Nelson 🢒 | Phil Hichok
Daredevil Vol 1 83;Main Series;The Widow Accused!;;;1972-01;;Gerry Conway;Alan Weiss | Barry Smith;🢐 Daredevil (Matt Murdock) 🢒;Scorpion (Deceased) | Mr. Hyde (First appearence, apparent death) | 🢐 Mister Kline \ The Assassin 🢒;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒 | Phil Hichok
Daredevil Annual Vol 1 3;Special;Enter Spider-Man;;;1972-01;;Stan Lee | Stan Lee;John Romita Sr.John Romita;Daredevil;Masked Marauder (First appearance);Nelson and Murdock | Foggy Nelson | Karen Page | Spider-Man
Daredevil Vol 1 84;Main Series;Night of the Assassin!;;;1972-02;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 Baal (Appears on screen) | 🢐 MK-9/The Assassin/Mr. Klein/Emil Borgdsky (Destroyed);🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Ivan Petrovich 🢒
Daredevil Vol 1 85;Main Series;Night Flight!;;;1972-03;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;🢐 Gladiator 🢒 | Gladiator's Gang | Cheech | Wally | Buck | Bennie | Frank;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Ivan Petrovich 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒 | Phil Hichok
Daredevil Vol 1 86;Main Series;Once Upon a Time -- The Ox!;;;1972-04;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;"🢐 The Ox (Raymond Bloch / ""Karl Stragg"") 🢒 (Apparent death)";🢐 Foggy Nelson 🢒 | 🢐 Karen Page 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Ivan Petrovich 🢒 | Phil Kingston (Phil Hichok)
Daredevil Vol 1 87;Main Series;From Stage Left, Enter: Electro!;;;1972-05;1972-02-08;Gerry Conway;Gene Colan;🢐 Daredevil 🢒 | 🢐 Black Widow 🢒;🢐 Electro 🢒;🢐 Ivan Petrovich 🢒
Daredevil Vol 1 88;Main Series;Call Him Killgrave!;;;1972-06;1972-03-07;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 (Main story and flashback);🢐 Purple Man 🢒 | Killgrave's Gang | Dave | Chico | Bernie;🢐 Ivan Petrovich 🢒 (Main story and flashback) | 🢐 Danny French 🢒 | SFPD | 🢐 Robert O'Hara 🢒 | 🢐 Paul Carson 🢒 | Larry Cranston 🢒 (First appearance)
Daredevil Vol 1 89;Main Series;Crisis!;;;1972-07;1972-04-04;Gerry Conway;Gene Colan;🢐 Daredevil 🢒 | 🢐 Black Widow 🢒;🢐 Purple Man 🢒 | Killgrave's Gang | Chico | Bernie | Renaud | Raoul | 🢐 Electro 🢒;🢐 Danny French 🢒 | 🢐 Ivan Petrovich 🢒 | 🢐 Larry Cranston 🢒
Daredevil Vol 1 90;Main Series;The Sinister Secret of Project Four!;;;1972-08;1972-05-09;Gerry Conway;Gene Colan;🢐 Daredevil (Matthew Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒 (Main story and flashback);🢐 Mister Fear (Larry Cranston) 🢒 (First appearance as Mister Fear);🢐 Danny French 🢒 (Main story and flashback) | 🢐 Ivan Petrovich 🢒 | SFPD | 🢐 Paul Carson 🢒 | Robert O'Hara
Daredevil Vol 1 91;Main Series;Fear Is the Key!;;;1972-09;1972-06-06;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Mister Fear (Larry Cranston) 🢒 (Main story and flashback) (Apparent death);🢐 Danny French 🢒 | 🢐 Ivan Petrovich 🢒
Daredevil Vol 1 92;Main Series;On the Eve of the Talon!;;;1972-10;1972-07-04;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;Damon Dran 🢒 (First appearance) | Damon Dran's Henchman | William  (First appearance) | Charles (First appearance) | Jonah  (First appearance) | Blue Talon (Itto Yamura) (First and only known appearance, dies);🢐 Ivan Petrovich 🢒 | 🢐 Danny French 🢒 | SFPD | 🢐 Commisioner Robert O'Hara 🢒 | 🢐 Black Panther (T'Challa) 🢒 (Impersonates Daredevil)
Daredevil Vol 1 93;Main Series;A Power Corrupt!;;;1972-11;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Narasha Romanoff) 🢒;🢐 Indestructible Man (Damon Dran) 🢒 | Damon Dran's Henchmen | Charles;🢐 Ivan Petrovich 🢒 | 🢐 Danny French 🢒 | 🢐 Jason Sloan 🢒
Daredevil Vol 1 94;Main Series;He Can Crush the World!;;;1972-12;;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Indestructible Man (Damon Dran) 🢒 (Apparent death);🢐 Danny French (Final appearance, dies) | 🢐 Ivan Petrovich 🢒
Daredevil Vol 1 95;Main Series;Bullfight on the Bay!;;;1973-01;1972-10-03;Gerry Conway;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;"🢐 Man-Bull (""Bull"" Taurus) 🢒 | ""Itch""";🢐 Jason Sloan 🢒 | 🢐 Ivan Petrovich 🢒
Daredevil Vol 1 96;Main Series;The Widow Will Make You Pay!;;;1973-02;1972-10-31;Gerry Conway;Gene Colan;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Daredevil (Matthew Murdock) 🢒;"🢐 Man-Bull (""Bull"" Taurus) 🢒 | ""Itch"" | Professor (Unnamed)";Paul Carson | 🢐 Robert O'Hara 🢒
Daredevil Vol 1 97;Main Series;He Who Saves;;;1973-03;1972-11-28;Gerry Conway | Steve Gerber;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;Dark Messiah (Mordecai Jones) 🢒 (First appearance) | Kerwin Broderick 🢒 (Shadows) | Disciples of Doom (First appearance) | Josiah the Deceiver (First appearance) | Macabee the Tall (First appearance) | Uriah the Faithful (First appearance);Jason Sloan | Lt. Paul Carson | 🢐 Commissioner Robert O'Hara 🢒
Daredevil Vol 1 98;Main Series;Let There Be -- Death!;;;1973-04;1973-01-02;Gerry Conway | Steve Gerber;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;Disciples of Doom | Josiah the Deceiver | Macabee the Tall | Uriah the Faithful | 🢐 Dark Messiah (Mordecai Jones) 🢒;Lt. Paul Carson | Jason Sloan
Daredevil Vol 1 99;Main Series;The Mark of Hawkeye!;;;1973-05;1973-02-06;Steve Gerber;Sam Kweskin;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;Hellbirds (Biker Gang);🢐 Hawkeye (Clint Barton) 🢒 | Avengers | 🢐 Thor 🢒 | 🢐 Black Panther (T'Challa) 🢒 | 🢐 Vision 🢒
Daredevil Vol 1 100;Main Series;Mind Storm!;;;1973-06;1973-03-06;Steve Gerber;Gene Colan;🢐 Daredevil (Matt Murdock) 🢒;Robbers | Sandy | Other Robbers  (Unnamed) | Angar the Screamer 🢒 (First appearance);Rolling Stone | Jann Wenner
Daredevil Vol 1 101;Main Series;Vengeance in the Sky with Diamonds!;;;1973-07;1973-04-03;Steve Gerber;Rich Buckler;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Angar the Screamer (David Angar) 🢒 (Main story and flashback) | 🢐 Kerwin Broderick 🢒 (Shadow only);Lt. Paul Carson | 🢐 Ivan Petrovich 🢒 | Jason Sloan
Daredevil Vol 1 102;Main Series;Stilt-Man Stalks the City!;;;1973-08;1973-05-08;Chris Claremont;Syd Shores;🢐 Daredevil (Matt Murdock) 🢒 (Main story and recap);🢐 Mr. Ross / Stilt-Man (Wilbur Day) 🢒 (Main story and flashback) | Endros (Main story and flashback);🢐 Black Widow (Natasha Romanoff) 🢒
Daredevil Vol 1 103;Main Series;...Then Came Ramrod!;;;1973-09;1973-06-05;Steve Gerber;Don Heck;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Daredevil (Matt Murdock) 🢒;Ramrod 🢒 (First appearance) (Main story and flashback) | 🢐 Kerwin Broderick 🢒 (Only in flashback) (Shadow only) | 🢐 Madame MacEvil 🢒 (Only in flashback) (Shadow only);🢐 Spider-Man (Peter Parker) 🢒
Daredevil Vol 1 104;Main Series;Prey of the Hunter!;;;1973-10;1973-07-03;Steve Gerber;Don Heck;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Kraven the Hunter 🢒;🢐 Ivan Petrovich 🢒
Daredevil Vol 1 105;Main Series;Menace From the Moons of Saturn!;;;1973-11;1973-07-31;Steve Gerber;Don Heck | Jim Starlin;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Kraven the Hunter (Sergei Kravinoff) 🢒 | 🢐 Dark Messiah (Mordecai Jones) 🢒 | 🢐 Ramrod 🢒 (Cyborg) | 🢐 Angar the Screamer (David Angar) 🢒 | 🢐 Kerwin Broderick 🢒 | Terrex 🢒 (First appearance);Lt. Paul Carson | 🢐 Moon Dragon 🢒 (Main story and flashback) (First appearance as Moon Dragon)
Daredevil Vol 1 106;Main Series;Life Be Not Proud!;;;1973-12;1973-08-28;Steve Gerber;Don Heck;🢐 Daredevil (Matt Murdock) 🢒 (Main story and flashback) | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Terrex 🢒 | 🢐 Kerwin Broderick 🢒 (Main story and flashback) | 🢐 Dark Messiah (Mordecai Jones) | 🢐 Ramrod 🢒 (Cyborg) | 🢐 Angar the Screamer (David Angar) 🢒;🢐 Moon Dragon 🢒 (Main story and flashback) | Lt. Paul Carson | 🢐 Commissioner Robert O'Hara 🢒
Daredevil Vol 1 107;Main Series;Blind Man's Bluff!;;;1974-01;1973-09-25;Steve Gerber;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Kerwin Broderick (Death) | 🢐 Terrex (Death) | 🢐 Ramrod 🢒 | 🢐 Angar the Screamer 🢒;🢐 Captain Marvel (Mar-Vell) 🢒 | 🢐 Moondragon 🢒 | SFPD | Paul Carson | 🢐 Robert O'Hara 🢒
Daredevil Vol 1 108;Main Series;Cry...Beetle!;;;1974-03;1973-11-20;Steve Gerber;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒 | 🢐 Black Widow (Natasha Romanoff) 🢒;🢐 Beetle 🢒 | Black Spectre (First appearance);🢐 Foggy Nelson 🢒 | 🢐 Debbie Harris 🢒 | 🢐 Ivan Petrovich 🢒 | Candace Nelson 🢒 (First appearance)
Daredevil Vol 1 109;Main Series;Dying for Dollar$!;;;1974-05;1974-01-29;Steve Gerber;William Robert Brown;🢐 Daredevil 🢒 | 🢐 Black Widow 🢒;🢐 Beetle 🢒 | 🢐 Nekra 🢒 | Black Spectre;🢐 Foggy Nelson 🢒 | 🢐 Candace Nelson 🢒 | SFPD | 🢐 Commisioner O'Hara 🢒 | 🢐 Shanna the She-Devil 🢒
Daredevil Vol 1 110;Main Series;Birthright!;;;1974-06;1974-03-05;Steve Gerber;Gene Colan;🢐 Daredevil 🢒 | 🢐 Black Widow 🢒;Black Spectre | 🢐 Nekra 🢒 | 🢐 Mandrill 🢒;🢐 Shanna the She-Devil 🢒 | Biri | Ina | 🢐 Robert O'Hara 🢒
Daredevil Vol 1 111;Main Series;Sword of the Samurai!;;;1974-07;1974-04-02;Steve Gerber;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒;🢐 Black Spectre 🢒 | Silver Samurai (Keniuchio Harada) 🢒 (First appearance) | 🢐 Nekra 🢒 | 🢐 Mandrill (Jerome Beechman) 🢒;🢐 Shanna the She-Devil (Shanna O'Hara) 🢒 | 🢐 Robert O'Hara 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Candace Nelson 🢒
Daredevil Vol 1 112;Main Series;Death of a Nation?;;;1974-08;1974-04-30;Steve Gerber;Gene Colan;🢐 Daredevil (Matthew Murdock) 🢒;;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Shanna the She-Devil (Shanna O'Hara) 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Robert O'Hara 🢒
Daredevil Vol 1 113;Main Series;When Strikes the Gladiator!;;;1974-09;1974-06-04;Steve Gerber;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒;🢐 Death-Stalker 🢒 (First appearance as Death-Stalker) | 🢐 Gladiator (Melvin Potter) 🢒;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Candace Nelson 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 114;Main Series;A Quiet Night in the Swamp;;;1974-10;1974-07-02;Steve Gerber;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒;🢐 Death-Stalker 🢒 | 🢐 Gladiator (Melvin Potter) 🢒;🢐 Black Widow (Natasha Romanoff) 🢒 | 🢐 Candace Nelson 🢒 | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 115;Main Series;Death Stalks the City!;;;1974-11;1974-07-30;Steve Gerber;William Robert Brown;🢐 Daredevil 🢒;🢐 Death Stalker 🢒 | Milo;🢐 Black Widow 🢒 | 🢐 Ivan Petrovich 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Candace Nelson 🢒
Daredevil Vol 1 116;Main Series;Two Flew Over the Owl's Nest!;;;1974-12;1974-09-03;Steve Gerber;Gene Colan;🢐 Daredevil 🢒;🢐 Leland Owlsley 🢒 | The Owl's Henchmen;🢐 Black Widow 🢒 | 🢐 Foggy Nelson 🢒 | 🢐 Candace Nelson 🢒
Daredevil Vol 1 117;Main Series;Mind Tap!;;;1975-01;1974-10-03;Chris Claremont | Steve Gerber;William Robert Brown;🢐 Daredevil 🢒;;🢐 Ivan Petrovich 🢒 | 🢐 Black Widow 🢒 | 🢐 Shanna the She-Devil 🢒 | 🢐 Candace Nelson 🢒 | SFPD | Paul Carson | 🢐 Foggy Nelson 🢒
Daredevil Vol 1 118;Main Series;Circus Spelled Sideways Is Death!;;;1975-02;1974-11-05;Gerry Conway;Don Heck;🢐 Daredevil 🢒;Circus of Crime | 🢐 Ringmaster 🢒 | Blackwing 🢒 (First appearance) | 🢐 Great Gambonnos 🢒 | 🢐 Princess Python 🢒 | Precious (Princess Python's snake) (Death) | 🢐 Cannonball 🢒 | unnamed members;🢐 Foggy Nelson 🢒
Daredevil Vol 1 119;Main Series;They're Tearing Down Fogwell's Gym!;;;1975-03;1974-12-03;Tony Isabella;William Robert Brown;🢐 Daredevil (Matt Murdock) 🢒;Crusher (Juan Aponte) (First and only known appearance, dies) | Dr. Jakkelburr (First and only known appearance);Black Widow (Natasha Romanoff) | 🢐 Foggy Nelson 🢒 | 🢐 Candace Nelson 🢒
Daredevil Vol 1 120;Main Series;And a HYDRA New Year!;;;1975-04;1975-01-07;Tony Isabella;William Robert Brown;Daredevil;Un-named Terrorists | HYDRA | Supreme Hydra | El Jaguar (First appearance);🢐 Black Widow 🢒 | Franklin Nelson | Ivan Petrovich | Deborah Harris
Daredevil Vol 1 121;Main Series;Foggy Nelson, Agent of S.H.I.E.L.D.;;;1975-05;1975-02-04;Tony Isabella;William Robert Brown;Daredevil;HYDRA | Supreme Hydra | El Jaguar | Dreadnought;Black Widow | Foggy Nelson | Deborah Harris | Ivan Petrovich
Daredevil Vol 1 122;Main Series;HYDRA-And-Seek;;;1975-06;1975-03-04;Tony Isabella;William Robert Brown;Daredevil;Hydra | Blackwing | El Jaguar | Supreme Hydra;Black Widow
Daredevil Vol 1 123;Main Series;Holocaust In the Halls of HYDRA!;;;1975-07;1975-04-01;Tony Isabella;William Robert Brown;Daredevil (Matt Murdock) (Main story and recap);Hydra | Dreadnought (Destroyed) | Jackhammer (first live appearance) | Silvermane | Blackwing | Man-Killer | Mentallo | El Jaguar;🢐 Black Widow (Natasha Romanoff) 🢒 | Foggy Nelson
Daredevil Vol 1 124;Main Series;In the Coils of the Copperhead!;;;1975-08;1975-05-06;Len Wein | Marv Wolfman;Gene Colan;Daredevil;Copperhead (First appearance);Black Widow | Foggy Nelson
Daredevil Vol 1 125;Main Series;Vengeance Is the Copperhead!;;;1975-09;1975-06-03;Marv Wolfman;William Robert Brown;Daredevil;Copperhead (Death);Foggy Nelson
Daredevil Vol 1 126;Main Series;Flight of the Torpedo!;;;1975-10;1975-07-01;Marv Wolfman;William Robert Brown;Daredevil;;Heather Glenn (First appearance) | Foggy Nelson | Blake Tower (First full appearance)
Daredevil Vol 1 127;Main Series;You Killed That Man, Torpedo--And Now You're Going To Pay!;;;1975-11;1975-08-05;Marv Wolfman;William Robert Brown;Daredevil;🢐 Torpedo (Brock Jones) 🢒 | Torpedo (Michael Stivak) (Corpse, skeleton or other remains);Heather Glenn | Foggy Nelson
