ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
FF Vol 2 14;Secondary;Bath House of the August Moon;;Marvel NOW! (2012 Event);2014-01;2013-11-27;Matt Fraction | Lee Allred;Michael Allred;Fantastic Four | Ant-Man (Scott Lang) | Medusa (Medusalith Amaquelin) | Miss Thing (Darla Deering) | She-Hulk (Jennifer Walters);Doctor Doom (Victor von Doom) | Annihilus | Kid Immortus (Nathaniel Richards) | Ravonna | Council of Dooms | Doctor Doom, Sorcerer Supreme-938 | Doctor Doom (Namor) | Other unidentified multiversal Dooms.;Future Foundation | Bentley-23 | Leech | Artie Maddicks | Onome | Ahura | Luna | Turg | Tong | Korr | Mik | Vil | Wu | Alex Power | Dragon Man | Adolf Impossible | Julius Caesar (Charles Cotta) (Inhabiting Caesar's body) | Old John Storm | Uatu | Ulana | Sun Tzu (First appearance) | Dakor the Magician
Fantastic Four Vol 4 15;Main Series;The Fantastic Four are Doomed! - Part Three: The Elemets of War;;;2014-02;2013-12-18;Matt Fraction | Karl Kesel;Raffaele Ienco;Fantastic Four-616 | Mr. Fantastic | Invisible Woman | Human Torch | The Thing;Doctor Doom | Kang (Death) | Kang's guards;Fantastic Four-TRN379 | Mr. Fantastic | Invisible Woman | Human Torch | The Thing | Marvel Girl (First appearance) | Ant-Man (First and only known appearance, dies)
FF Vol 2 15;Secondary;Operation: Latveria;;Marvel NOW! (2012 Event);2014-02;2013-12-18;Matt Fraction | Lee Allred;Michael Allred;Fantastic Four | Ant-Man (Scott Lang) | Medusa (Medusalith Amaquelin) | Miss Thing (Darla Deering) | She-Hulk (Jennifer Walters);Doctor Doom-616 | Annihilus | Kid Immortus (Nathaniel Richards) | Council of Dooms | Doctor Doom, Sorcerer Supreme | Doctor Doom (Namor) | Other unidentified multiversal Doctor Dooms;Future Foundation | Bentley-23 | Leech | Artie Maddicks | Onome | Ahura | Luna | Turg | Tong | Korr | Mik | Vil | Wu | Alex Power | Dragon Man | Adolf Impossible | Valeria Richards | Franklin Richards | Julius Caesar (Charles Cotta) (Inhabiting Caesar's body) | Old John Storm | Uatu the Watcher | Sun Tzu | Dakor the Magician | Ravonna
Fantastic Four Vol 4 16;Main Series;The Fantastic four are DOOMED! - Part Four: Four to the fourth power;;;2014-03;2014-01-15;Matt Fraction | Karl Kesel;Raffaele Ienco;Fantastic Four-616 | Mr. Fantastic | Invisible Woman | Human Torch | The Thing;Doom the Annihilating Conqueror (Death);Fantastic Four-TRN379 | Mr. Fantastic | Invisible Woman | Human Torch | The Thing | Marvel Girl | Old Johnny Storm (Death) | Franklin Richards | Val Richards
FF Vol 2 16;Secondary;For All We Have And Are;;Marvel NOW! (2012 Event);2014-03;2014-01-22;Matt Fraction | Lee Allred;Michael Allred;Fantastic Four | Ant-Man (Scott Lang) | Medusa | Miss Thing (Darla Deering) | She-Hulk (Jen Walter);Doctor Doom (Victor von Doom) | Annihilus | Kid Immortus;Future Foundation | Bentley-23 | Leech | Artie Maddicks | Onome | Ahura | Luna | Turg | Tong | Korr | Mik | Vil | Wu | Alex Power | Dragon Man | Adolf Impossible | Valeria Richards | Franklin Richards | Ravonna | Old John Storm
Fantastic Four Vol 5 1;Main Series;The Fall of the Fantastic Four: Part 1;;All-New Marvel NOW!;2014-04;2014-02-26;James Robinson;Leonard Kirk;Fantastic Four | Mister Fantastic (Reed Richards) | Invisible Woman (Susan Storm) | Human Torch (Johnny Storm) | Thing (Ben Grimm);Fin Fang Foom | Monsters from the Heroes Reborn Pocket Dimension;S.H.I.E.L.D. | Nick Fury Jr. | Future Foundation | Franklin Richards | Bentley-32 | Leech | Artie Maddicks | Tong | Turg | Onome | Dragon Man | Alicia Masters
Fantastic Four Vol 5 2;Main Series;The Fall of the Fantastic Four: Part 2;;All-New Marvel NOW!;2014-05;2014-03-12;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic | Invisible Woman | Human Torch (Depowered) | The Thing;Monsters from the Dimension F;Future Foundation | Franklin Richards | Bentley-23 | Leech | Artie Maddicks | Tong | Turg | Onome | Dragon Man
Fantastic Four Vol 5 3;Main Series;The Fall of the Fantastic Four: Part Three;;All-New Marvel NOW!;2014-06;2014-04-23;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) | Johnny Storm | The Thing (Ben Grimm);Puppet Master | Frightful Four | The Wizard (Bentley Wittman) | Wrecker (Dirk Garthwaite) | Thunderball (Eliot Franklin) | Bulldozer (Marci Camp) 🢒 (First appearance) | Doctor Doom (Victor von Doom) | Secret Empire;Alicia Masters | Future Foundation | Franklin Richards | Alex Power | Bentley-23 | Leech | Artie Maddicks | Tong | Turg | Korr | Mik | Wu | Vil | Adolf Impossible | Onome | Dragon Man | Valeria Richards
Fantastic Four Vol 5 4;Main Series;The Fall of the Fantastic Four: Part Four;;All-New Marvel NOW!;2014-07;2014-05-14;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic | Invisible Woman | Johnny Storm | The Thing;Frightful Four | The Wizard | Wrecker | Thunderball | Bulldozer (Name first revealed);Stand-In Fantastic Four | Ant-Man | She-Hulk | Miss Thing | S.H.I.E.L.D. | Director Maria Hill | Unnamed agents
Fantastic Four Vol 5 5;Main Series;The Fall of Fantastic Four: Part Five;;All-New Marvel NOW!;2014-07;2014-05-28;James Robinson;Leonard Kirk | Chris Samnee | Dean Haspiel | Paul Rivoche | Phil Jiminez | Mike Allred | Jim Starlin | Jerry Ordway | Derlis Santacruz | June Brigman;Fantastic Four | Mister Fantastic | Invisible Woman (Possessed by 🢐 Malice 🢒 in Flashback) | Human Torch | Thing;Doctor Doom | Aiden Toliver (First appearance) (Secretly the Quiet Man) | Count Nefaria;Future Foundation | Franklin Richards | Alex Power | Bentley-32 | Artie Maddicks | Tong | Turg | Vil | Betty Brant | She-Hulk | Valeria Richards | S.H.I.E.L.D. | Agent Jim Hammond | Agent Bainbridge | Unnamed agents
Fantastic Four Vol 5 6;Main Series;Original Sin: The Fateful Four Part 1;;Original Sin;2014-08;2014-06-25;James Robinson;Leonard Kirk | Dean Haspiel;Fantastic Four | Mister Fantastic | Invisible Woman (Possessed by 🢐 Malice 🢒) | Human Torch | The Thing;;Agent Jim Hammond | Future Foundation | Onome | Franklin Richards | Alex Power | Bentley-23 | Artie Maddicks | Tong | Turg | Vil | Dragon Man (Mentioned)
Fantastic Four Vol 5 7;Main Series;Original Sin: The Faitful Four Part 2;;Original Sin;2014-09;2014-07-09;James Robinson;Leonard Kirk | Dean Haspiel;Fantastic Four | Mister Fantastic | The Thing | Johnny Storm;;Alicia Masters
Fantastic Four Vol 5 8;Main Series;Original Sin: The Faithful Four Part 3;;Original Sin;2014-10;2014-08-13;James Robinson;Leonard Kirk;Fantastic Four | Mister Fantastic | Invisible Woman (Possessed by 🢐 Malice 🢒) | Johnny Storm | The Thing;John Eden (Quiet Man in Disguise);S.H.I.E.L.D. | Director Maria Hill | Agent Jim Hammond | Unnamed agents | Future Foundation | Franklin Richards | Dragon Man | Wu | Vil | Mik | Korr | Tong | Turg | Leech | Artie Maddicks | Bentley-32 | Alex Power | Onome | Puppet Master (Corpse, skeleton or other remains)
Fantastic Four Vol 5 9;Main Series;East of Eden: Part One;;;2014-10;2014-08-27;James Robinson;Marc Laming;Fantastic Four | Mister Fantastic | Invisible Woman | Johnny Storm | The Thing;;S.H.I.E.L.D. (Main story and flashback) | Director Maria Hill | Human Torch | Future Foundation | Franklin Richards | Dragon Man | Wu | Vil | Mik | Korr | Tong | Turg | Leech | Artie Maddicks | Bentley-32 | Alex Power | Onome | Sandman
Fantastic Four Vol 5 10;Main Series;East of Eden: Part Two;;;2014-11;2014-09-10;James Robinson;Marc Laming;Fantastic Four | Mr. Fantastic | Invisible Woman | Johnny Storm | The Thing;Cully Moore (Secretly the Quiet Man) | She-Thing | Frightful Four | Wizard | Reptilla | Gazelle | Vertigo | Sandman;Wyatt Wingfoot | Scarlet Witch
Fantastic Four Annual Vol 5 1;Special;Fairy Tale;;;2014-12;2014-10-01;James Robinson;Tom Grummett;Invisible Woman (Possessed by Malice 🢒);Doctor Doom;Valeria Richards
Fantastic Four Vol 5 11;Main Series;East of Eden: Part Three;;;2014-12;2014-10-15;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic | Invisible Woman | The Thing;Cully Moore (Secretly the Quiet Man) | Gazelle | Man-Bull | Vermin | Man Mountain Marko | Mandrill | Counter-Earth Hawkeye (First appearance);Scarlet Witch  | Wyatt Wingfoot | She-Hulk | Spider-Man | Sandman
Fantastic Four Vol 5 12;Main Series;East of Eden: Part Four;;;2014-12;2014-10-29;James Robinson;Leonard Kirk;Fantastic Four | Mister Fantastic (Reed Richards) | Johnny Storm | The Thing (Ben Grimm);;Wyatt Wingfoot | Spider-Man (Peter Parker) | Sandman (William Baker) | Doctor Doom (Victor von Doom) | Valeria Richards
Fantastic Four Vol 5 13;Main Series;East of Eden: Part Five;;;2015-01;2014-11-19;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) | The Thing (Ben Grimm) | Johnny Storm;Quiet Man | Wizard (Bentley Wittman) | Avengers (Dimension F) | Thor | Iron Man (Tony Stark) | Wonder Man (Simon Williams) | Vision | Hellcat (Patsy Walker) | Swordsman | Man-Bull (William Taurens) | Mandrill (Jerome Beechman) | She-Thing (Sharon Ventura) | Unnamed Skrull;Sandman (William Baker) | Stand-In Fantastic Four | She-Hulk (Jennifer Walters) | Ant-Man (Scott Lang) | Miss Thing (Darla Deering) | Inhuman Royal Family | Medusa (Medusalith Amaquelin) | Gorgon (Gorgon Petragon) | Triton
Fantastic Four Vol 5 14;Main Series;Back in Blue;;;2015-02;2014-12-17;James Robinson;Leonard Kirk | Marc Laming;Fantastic Four | Mister Fantastic (Reed Richards) | Invisible Woman (Susan Richards) | Thing (Ben Grimm) | Johnny Storm;Quiet Man (Origin revealed) | Wizard (Bentley Wittman) | Bentley-32 | Avengers (Dimension F) | Captain America (Steve Rogers) | Hawkeye (Clint Barton) | Thor | Iron Man (Tony Stark) | Wonder Man (Simon Williams) | Vision | Hellcat (Patsy Walker) | Swordsman;Spider-Man (Peter Parker) | Future Foundation | Dragon Man | Alex Power | Franklin Richards | Wu | Vil | Mik | Korr | Tong | Turg | Leech | Onome
Fantastic Four Vol 1 642;Main Series;Back in Blue: Part 2;;;2015-03;2015-01-21;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) (Possessed by 🢐 Malice 🢒) | The Thing (Ben Grimm) | Johnny Storm (Johnny Storm);Quiet Man | Avengers (Dimension F) | Iron Man | Thor (Main story and flashback) | Wonder Man | Captain America | Hawkeye | Vision (Death) | Hellcat | Swordsman | Wizard (Bentley Wittman);Invaders | Captain America (Sam Wilson) | Human Torch (Jim Hammond) | Sub-Mariner (Namor McKenzie) | Doc Green (Bruce Banner) | Valeria Richards | Future Foundation | Franklin Richards | Onome | Wu | Vil | Mik | Tong | Turg | Leech | Bentley-32
Fantastic Four Vol 1 643;Main Series;Back in Blue: Part 3;;;2015-04;2015-02-25;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) | The Thing (Ben Grimm) | Johnny Storm;Quiet Man | Avengers (Dimension F) | Iron Man (Tony Stark) | Thor | Wonder Man (Simon Williams) | Captain America (Steve Rogers) | Hawkeye (Clint Barton) | Hellcat (Patsy Walker) | Swordsman | Hulk (Bruce Banner) | Scarlet Witch (Wanda Maximoff);Future Foundation | Bentley-32 | Franklin Richards | Valeria Richards (Rejoins team) | Alex Power | Dragon Man | Onome | Wu | Vil | Mik | Tong | Turg | Leech | Artie Maddicks | The Wizard (Bentley Wittman) | Invaders | Captain America (Sam Wilson) | Sub-Mariner (Namor McKenzie) | Human Torch (Jim Hammond) | Doc Green (Bruce Banner) | Spider-Man (Peter Parker) | Rick Sheridan | Wyatt Wingfoot
Fantastic Four Vol 1 644;Main Series;Back in Blue: Part 4;;;2015-05;2015-03-11;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) | The Thing (Ben Grimm) | Johnny Storm;Avengers (Dimension F) | Iron Man (Tony Stark) | Thor | Wonder Man (Simon Williams) | Captain America (Steve Rogers) | Hawkeye (Clint Barton) | Hellcat (Patsy walker) | Swordsman | Hulk (Bruce banner) | Scarlet Witch (Wanda maximoff) | Quiet Man | Psycho-Man;Wyatt Wingfoot | Invaders | Captain America (Sam Wilson) | Sub-Mariner (Namor McKenzie) | Human Torch (Jim Hammond) | Redwing | Future Foundation | Franklin Richards | Valeria Richards | Alex Power | Dragon Man | Bentley-32 | Onome | Wu | Vil | Mik | Turg | Leech | Artie Maddicks | Rick Sheridan | Sleepwalker
Fantastic Four Vol 1 645;Main Series;The Fantastic Four;;;2015-06;2015-04-29;James Robinson;Leonard Kirk;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Woman (Susan Richards) (Possessed by 🢐 Malice 🢒) | The Thing (Ben Grimm) | Human Torch (Johnny Storm) (Repowered);Psycho-Man | Avengers (Dimension F) | Captain America (Steve Rogers) (Death) | Wonder Man (Simon Williams) (Death) | Iron Man (Tony Stark) (Death) | Thor (Death) | Hellcat (Patsy Walker) (Death) | Swordsman (Death) | Scarlet Witch (Wanda Maximoff) (Death) | Quiet Man | Phillip Masters (Revealed to be alive);Wyatt Wingfoot | Sleepwalker | Invaders | Sub-Mariner (Namor McKenzie) | Human Torch (Jim Hammond) | Captain America (Sam Wilson) | Redwing | Future Foundation | Franklin Richards | Valeria Richards | Alex Power | Dragon Man | Bentley-32 | Onome | Wu | Vil | Mik | Turg | Leech | Artie Maddicks | Frightful Four | The Wizard (Bentley Wittman) | She-Thing (Sharon Ventura) | Sandman (William Baker) | Thundra | Scarlet Witch (Wanda Maximoff)
Fantastic Four Vol 6 1;Main Series;Signal in the Sky;;Fresh Start;2018-10;2018-08-08;Dan Slott;Sara Pichelli;The Thing (Ben Grimm) (Main story and in Fantastic Four in flashback) | Human Torch (Johnny Storm) (Main story and in Fantastic Four in flashback);Latverian Army | Servo-Guards | Numerous unnamed soldiers;"Fantastic Four (Only in flashback) | Invisible Woman (Sue Storm Richards) (Main story and flashback) | Mister Fantastic (Dr. Reed Richards) (Main story and flashback) | Franklin Richards (Only in flashback) | Alicia Masters (Main story and flashback) | Wyatt Wingfoot (Main story and flashback) | Jennifer Walters | Hiram Sheckerberg | Astronomica (First appearance) (Only in flashback) | Other Characters: | Valeria Richards (Photo) | Numerous unnamed New Yorkers | Rocky (First appearance) | Adrian (First appearance) | God (Yahweh) (Invoked) | New York Mets | Psycho-Man (Mentioned) | Diablo (Esteban Corazón de Ablo) (Mentioned) | Frightful Four (Mentioned) | Yancy Street Gang | Inhuman Royal Family (Appears on screen) | Lady Medusa (Medusalith Amaquelin) (Appears on screen) | Crystal (Crystalia Amaquelin) (Appears on screen) | Luke Cage (Appears on screen) | Jessica Jones (Mentioned) | Dani Jones-Cage (Mentioned) | NYPD | Races and Species: | Humans (Main story and flashback) | Mutants (Photo in main story and appears in flashback) | Cats | Skrulls (Only on screen as a static image or video record) | Inhumans (Appears on screen) | Unidentified alien species  (Only in flashback) | Angels (Mentioned) (Only in flashback) | Locations: | Multiverse (Mentioned) | Prime Marvel Universe (Main story and flashback) | Earth (Main story and flashback) | United States of America (Main story and flashback) | New York (Main story and flashback) | New York City (Main story and flashback) | Manhattan (Main story and flashback) | Lower East Side | Yancy Street | Sheckerberg Pawn | Midtown (Only in flashback) | Chrysler Building (Cameo) (Only in flashback) | Fifth Avenue (Cameo) (Only in flashback) | Empire State Building (Cameo) (Only in flashback) | Central Park (Mentioned) (Only in flashback) | SoHo | Alicia Masters' Home | Queens | Flushing Meadows–Corona Park | Citi Field | Manhattan Bridge | California (Only on screen as a static image or video record) | Central City (Only on screen as a static image or video record) | Earth Orbit | Moon (Cameo) | Hala (Invoked) | Negative Zone (Only in flashback) | Crossroads of Infinity (Only in flashback) | Unidentified reality (First appearance) | Items: | Fantastic Four Signal Flare | Cosmic Rays (Only on screen as a static image or video record) | Fantastic Four Uniforms (Main story and flashback) | Astronomica's Star Scepter  (First appearance) (Only in flashback) | Stellarex Stone (First appearance) (Main story and flashback) | Danke Schoen (Only in flashback) | Transmaterializer (First appearance) (Unnamed) | Vehicles: | Marvel-1 (Only on screen as a static image or video record) (Unnamed) | Events: | Secret Wars (Mentioned) | Synopsis for ""Signal in the Sky"" | Synopsis not yet written | Appearing in ""Our Day of Doom and Victory"" | Featured Characters: | Doctor Doom (Victor von Doom) | Supporting Characters: | Zora Vukovic (First appearance)"
Fantastic Four Vol 6 2;Main Series;Where We Make Our Stand;;;2018-11;2018-09-12;Dan Slott;Sara Pichelli;Fantastic Four (Reforms) | Invisible Woman (Sue Storm Richards) (Rejoins team) | Mister Fantastic (Reed Richards) (Rejoins team);Endlings (First appearance) | Griever at the End of All Things (First appearance);Future Foundation | Brainstorm (Valeria Richards) (First appearance as Brainstorm) | Dragon Man | Powerhouse (Franklin Richards) (First appearance as Powerhouse) | Alex Power | Vil | Wu | Leech | Korr | Tong | Turg | Artie Maddicks | Onome | Mik | Bentley-23 (Bentley Wittman) | Molecule Man (Owen Reece) (Death)
Fantastic Four Vol 6 3;Main Series;Family Reunion;;;2019-01;2018-11-14;Dan Slott;Sara Pichelli | Nico Leon;Fantastic Four | The Thing (Ben Grimm) | Human Torch (Johnny Storm) | Mister Fantastic (Reed Richards) (Main story and flashback) | Invisible Woman (Sue Storm Richards);Griever at the End of All Things (Main story and flashback) | Endlings;She-Thing (Sharon Ventura) |   🢐 Logan 🢒 | Inhuman Royal Family | Medusa (Medusalith Amaquelin) | Crystal (Crystalia Amaquelin) | Luke Cage | Hulk (Jen Walters) | H.E.R.B.I.E. (Destruction) | Ant-Man (Scott Lang) | Spider-Man (Peter Parker) | Ghost Rider (Daniel Ketch) | Iceman (Bobby Drake) | Storm (Ororo Munroe) | Nova (Frankie Raye) | Namorita | Miss Thing (Darla Deering) | Black Panther (T'Challa) | Future Foundation | Vil | Onome | Powerhouse (Franklin Richards) | Brainstorm (Valeria Richards) | Alex Power | Dragon Man | Wu | Bentley-23 (Bentley Wittman) | Tong | Leech | Turg | Hulk (Bruce Banner)
Fantastic Four Vol 6 4;Main Series;Irreplaceable;;;2019-01;2018-11-28;Dan Slott;Stefano Caselli | Nico Leon;Fantastic Four | Mister Fantastic (Reed Richards) | Human Torch (Johnny Storm) | Invisible Woman (Sue Storm Richards) | The Thing (Ben Grimm);Wrecking Crew | Bulldozer (Marci Camp) | Wrecker (Dirk Garthwaite) | Thunderball (Eliot Franklin) | Piledriver (Brian Calusky);Fantastix (First appearance) | Hope | Ms. Fantastix (First appearance as Ms. Fantastix) | Iceberg (Jack) | 2-D (Darell) | Future Foundation | Brainstorm (Valeria Richards) (Leaves group) | Powerhouse (Franklin Richards) (Leaves group)
Fantastic Four Vol 6 5;Main Series;4-Minute Warning;;;2019-02;2018-12-26;Dan Slott;Aaron Kuder;Fantastic Four (Main story and flashback) | Invisible Woman (Sue Storm Richards) (Main story and flashback) | Human Torch (Johnny Storm) | Mister Fantastic (Reed Richards) (Main story and flashback) | The Thing (Ben Grimm) | Alicia Grimm (First appearance as Alicia Grimm);Serpent Society | Black Mamba (Tanya Sealy) | Anaconda (Blanche Sitznski) | Asp (Cleopatra Nefertiti) | Fer-de-Lance (Teresa Vasquez) | Princess Python (Zelda DuBois) | Black Racer (Ariana Saddiqi);"Wyatt Wingfoot | Valeria Richards | Delia (Alicia Masters' friend) | Argo (Alicia Masters' friend) | Rikki (Alicia Masters' friend) | Rabbi Lowenthal | Jake Grimm | Petunia Grimm (Returns) | Franklin Richards | Other Characters: | Numerous unnamed New Yorkers | H.E.R.B.I.E. (Cameo) | Spider-Man (Peter Parker) (Drawing) | ""Alicia Masters"" (Lyja) (Mentioned) | Sam Hill (Invoked) | God (Yahweh) (Invoked) | Doctor Doom (Victor von Doom) | Galactus | Races and Species: | Humans (Main story and flashback) | Dogs | Robots | Skrulls (Mentioned) | Elephants (Mentioned) | Mutants | Cosmic Beings | Locations: | Prime Marvel Universe (Main story and flashback) | Earth (Main story and flashback) | United States of America (Main story and flashback) | New York (Main story and flashback) | New York City (Main story and flashback) | Manhattan (Main story and flashback) | Lower East Side (Main story and flashback) | Yancy Street (Main story and flashback) | 4 Yancy Street (Main story and flashback) | Sinnott School of Dancing (First appearance) (Unnamed) | Baxter Building, 42nd & Madison, Midtown (Mentioned) | New York City Hall, Civic Center (Mentioned) | John F. Kennedy International Airport, Jamaica, Queens (Mentioned) (Only in flashback) | Arizona | Benson | Latveria | Doomstadt | Castle Doom | Items: | Stellarex Stone (Behind the scenes) | Fantastic Four Uniform (Main story and flashback) | Spider-Man's Suit (Drawing) | Unstable Molecules | Doctor Doom's Armor | Power Cosmic | Reed's chronal displacement device  (First appearance) | Vehicles: | Fantasti-Car MK II | Synopsis for ""4-Minute Warning"" | Synopsis not yet written | Appearing in ""Change Partners"" | Featured Characters: | Invisible Girl (Sue Storm Richards) (Main story and flashback) | The Thing (Ben Grimm) (Main story and flashback) | Supporting Characters: | Fantastic Four (Main story and origin in recap) | Mister Fantastic (Reed Richards) (Only in flashback) | Human Torch (Johnny Storm) (Only in flashback) | Alicia Masters (Only in flashback) (Impersonates Invisible Girl in recap) | Other Characters: | Numerous unnamed New Yorkers  (Main story and flashback) | NASA (Referenced) | Numerous unnamed Californians  (Only in flashback) | USAF (Only in recap) | Mole Man (Harvey Elder) (Only in recap) | Skrull Impostor (Only in recap) | Monster from Mars (Only in recap) | Miracle Man (Joshua Ayers) (Only in recap) | Namor the Sub-Mariner (Only in recap) | Doctor Doom (Victor von Doom) (Only in recap) | Kurrgo (Only in recap) | Kurrgo's Robot (Only in recap) | Puppet Master (Phillip Masters) (Only in recap) | Races and Species: | Humans (Main story and flashback) | Skrulls (Only in recap) | Atlantean-Human Hybrids (Only in recap) | Xantha (Only in recap) | Robots (Only in recap) | Goats (Only in flashback) | Sheep (Only in flashback) | Locations: | Earth (Main story and flashback) | United States of America (Main story and flashback) | New York (Main story and flashback) | New York City (Main story and flashback) | Manhattan (Main story and flashback) | Lower East Side | Sinnott School of Dancing (Name first revealed) | Midtown (Only in flashback) | 42nd Street and Madison Avenue (Only in flashback) | Baxter Building (Only in flashback) | SoHo (Only in flashback) | Alicia Masters' Home (Only in flashback) | Ithaca (Only in recap) | California (Only in flashback) | Central City (Only in flashback) | Earth Orbit (Only in recap) | Items: | Cosmic Rays (Only in recap) | Fantastic Four Uniforms (Only in recap) | Doctor Doom's Armor (Only in recap) | Radioactive Clay (Only in recap) | Vehicles: | Marvel-1 (Destruction) (Only in flashback) (Unnamed) | Fantasti-Car MK I (Only in recap) | Synopsis for ""Change Partners"" | Synopsis not yet written | Appearing in ""Guys' Night Out"" | Featured Characters: | The Thing (Ben Grimm) | Human Torch (Johnny Storm) | Supporting Characters: | Avengers | Steve Rogers | T'Challa | Tony Stark | Thor (Odinson) | Wyatt Wingfoot | Guardians of the Galaxy | Rocket Raccoon | Peter Quill | D-Man (Dennis Dunphy) (Returns) | Justice (Vance Astro) | Aquarian (Wundarr) | Spider-Man (Peter Parker) | Thundra | Doctor Strange (Stephen Strange) | Luke Cage"
Fantastic Four Vol 6 6;Main Series;Herald of Doom;;;2019-03;2019-01-16;Dan Slott;Aaron Kuder;Fantastic Four | Human Torch (Johnny Storm) | The Thing (Ben Grimm) | Mister Fantastic (Reed Richards) | Invisible Woman (Sue Storm Richards);Galactus | Doctor Doom (Victor von Doom) (Main story and flashback) | Victorious (Zora Vukovic) (Main story and flashback) (Origin revealed) (First appearance as Victorious);Wyatt Wingfoot | Valeria Richards | Jake Grimm | Petunia Grimm | Alicia Grimm | Franklin Richards
Fantastic Four Vol 6 7;Main Series;Four-Man Invasion;;;2019-04;2019-02-27;Dan Slott;Aaron Kuder | John Lucas;Fantastic Four | Mister Fantastic (Reed Richards) | The Thing (Ben Grimm) | Invisible Woman (Sue Storm Richards) | Human Torch (Johnny Storm);Doctor Doom (Victor von Doom) (Main story and recap) | Galactus | Victorious (Zora Vukovic);Petunia Grimm | Alicia Grimm | Wyatt Wingfoot | Jacob Grimm | Franklin Richards | Valeria Richards
Fantastic Four Vol 6 8;Main Series;First-World Power;;;2019-05;2019-03-27;Dan Slott;Aaron Kuder | Stefano Caselli | David Marquez | Reilly Brown;Fantastic Four | Mister Fantastic (Reed Richards) | The Thing (Ben Grimm) | Human Torch (Johnny Storm) | Invisible Woman (Sue Storm Richards);Victorious (Zora Vukovic) | Doctor Doom (Victor von Doom);Franklin Richards | Valeria Richards | Alicia Grimm | Petunia Grimm | Jacob Grimm | Wyatt Wingfoot
Fantastic Four Vol 6 9;Main Series;Outside the Box;;;2019-06;2019-04-24;Dan Slott;Aaron Kuder | Stefano Caselli | Paco Medina;Fantastic Four | Mister Fantastic (Reed Richards) | The Thing (Ben Grimm) | Invisible Woman (Sue Storm Richards) | Human Torch (Johnny Storm);Doctor Doom (Victor von Doom) | Victorious (Zora Vukovic) | Servo-Guards;Alicia Grimm | Wyatt Wingfoot | Petunia Grimm | Jacob Grimm | Franklin Richards | Valeria Richards
Fantastic Four Vol 6 10;Main Series;Neighboring Realm;;War of the Realms;2019-07;2019-05-29;Dan Slott;Paco Medina | Kevin Libranda;Fantastic Four | Human Torch (Johnny Storm) | Mister Fantastic (Reed Richards) | Invisible Woman (Sue Storm Richards) | The Thing (Ben Grimm);Firefly Riders | Rock Trolls | Frost Giants | War Angels | Bitterhand (Behind the scenes) | Dark Elves (Behind the scenes) | Roxxon (Behind the scenes);Brainstorm (Valeria Richards) | 🢐 Moon Girl (Lunella Lafayette) 🢒 | Devil Dinosaur | Powerhouse (Franklin Richards) | Wyatt Wingfoot | Alicia Grimm | Hiram Sheckerberg
Fantastic Four Vol 6 11;Main Series;License to Quantum Drive;Everyone Is a Target;;2019-08;2019-06-26;Dan Slott;Paco Medina | Kevin Libranda | Paolo Villanelli | Juanan Ramírez;Fantastic Four | Human Torch (Johnny Storm) | Invisible Woman (Sue Storm Richards) | The Thing (Ben Grimm) | Mister Fantastic (Reed Richards) | Powerhouse (Franklin Richards) | Brainstorm (Valeria Richards);Doctor Doom (Victor von Doom) | Gargantua (First appearance) | Puppet Master (Phillip Masters);DEMV (First appearance) | Harriet Underhill (First appearance) | Tobias Cobb (First appearance)
Fantastic Four Vol 6 12;Main Series;Honeymoon Crasher;;;2019-09;2019-07-31;Dan Slott;Sean Izaakse;The Thing (Ben Grimm);Ray  (First appearance) | 🢐 Hulk (Bruce Banner) 🢒 (Controlled by Puppet Master) | Puppet Master (Phillip Masters);Fantastic Four | Mister Fantastic (Reed Richards) | Invisible Woman (Sue Storm Richards) | Human Torch (Johnny Storm) | Alicia Grimm | Valeria Richards | Franklin Richards
Fantastic Four Vol 6 13;Main Series;The Fight of Your Life;;;2019-10;2019-08-14;Dan Slott;Sean Izaakse;The Thing (Ben Grimm);🢐 Hulk (Bruce Banner) 🢒 (Freed from Puppet Master's control) | Puppet Master (Phillip Masters) (Apparent death);Alicia Grimm | Fantastic Four | Mister Fantastic (Reed Richards) | Invisible Woman (Sue Storm Richards) | Human Torch (Johnny Storm)
